geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	res_SfmbtKD_v_toySfmbtKD_change
Obp83ef	9.93836160629694	-5.8230107430348	1.81315294141855	-3.21153864630916	0.00132026211399998	0.0222013095590014	depleted in toy-SfmbtKD
Oseg5	85.6264965949608	-3.64728818329568	0.454688962678352	-8.02150147171216	1.0446033019982e-15	7.85059558501722e-13	depleted in toy-SfmbtKD
PGRP-SC2	4.80997946470108	-5.75803186423616	1.97835306441543	-2.91051782808928	0.00360830380497748	0.0426277245158767	depleted in toy-SfmbtKD
PPO1	3368.47880141179	-2.45972122918521	0.635121600460632	-3.87283510339006	0.000107576614694495	0.003767109410628	depleted in toy-SfmbtKD
PPO2	5047.49657173368	-2.48855085626207	0.653810668470586	-3.80622552715967	0.000141103723980887	0.00466854934779569	depleted in toy-SfmbtKD
Pkg21D	38.9777887661701	-2.70347061691845	0.679023754476664	-3.98140801274628	6.85082338927159e-05	0.00271807653956043	depleted in toy-SfmbtKD
Porin2	5.59496407895161	-3.41014616973136	1.14820991809596	-2.96996752596101	0.00297831231112766	0.0378881657287984	depleted in toy-SfmbtKD
Proc-R	177.066934305685	1.66066523794048	0.408291420927647	4.06735276035782	4.75502340631529e-05	0.0021213049625434	enriched in toy-SfmbtKD
Rab9E	6.54638267486917	-7.07938040942802	1.82399058673267	-3.88125928988997	0.0001039169744543	0.00369188669243095	depleted in toy-SfmbtKD
Rab9Fa	4.81793880942005	-7.06194802492075	2.14626584968075	-3.29034170020046	0.00100065787189874	0.018307916495226	depleted in toy-SfmbtKD
RpS5b	590.416590634958	1.59797615697664	0.284123685586724	5.62422718710258	1.86340283048822e-08	3.64108913077398e-06	enriched in toy-SfmbtKD
SP1173	2039.49904479823	2.34467437487421	0.440611801240471	5.3214062089875	1.02968194149051e-07	1.62257944651005e-05	enriched in toy-SfmbtKD
Sgs7	1191.28244274277	-2.94557421539299	1.02053135152995	-2.88631428223843	0.0038978271376166	0.0442811292261793	depleted in toy-SfmbtKD
Sox15	522.66815898133	4.68420986756473	1.05341556899667	4.44668752335437	8.72045438058014e-06	0.00061738289346571	enriched in toy-SfmbtKD
Sp212	33.3682953206949	1.58009843535826	0.531254509766241	2.97427768858569	0.00293679173025417	0.0377416967707213	enriched in toy-SfmbtKD
Start1	1197.33976142417	-1.12797834547402	0.218943724984643	-5.15190990540212	2.57846909360349e-07	3.45576945041405e-05	depleted in toy-SfmbtKD
Tep1	459.688470089457	-1.28392925118223	0.34384232516081	-3.73406400908252	0.000188414575115274	0.00567187464656189	depleted in toy-SfmbtKD
Thor	1293.33176639316	-1.32160209606694	0.425778732068476	-3.10396456311114	0.00190946199887673	0.028525143316553	depleted in toy-SfmbtKD
Tie	344.228895879608	1.31569307990581	0.263011543237742	5.00241572559622	5.66163344246272e-07	6.66435647383865e-05	enriched in toy-SfmbtKD
TrpA1	150.510901306906	1.74894555217239	0.258193348380171	6.77378237334447	1.25458349192762e-11	5.57149123460585e-09	enriched in toy-SfmbtKD
