geneid	WT_1	WT_2	WT_3	toyKD_1	toyKD_2	toyKD_3	PcKD_1	PcKD_2	PcKD_3	toy-PcKD_1	toy-PcKD_2	toy-PcKD_3	SfmbtKD_1	SfmbtKD_2	SfmbtKD_3	toy-SfmbtKD_1	toy-SfmbtKD_2	toy-SfmbtKD_3	ScmKD_1	ScmKD_2	ScmKD_3	toy-ScmKD_1	toy-ScmKD_2	toy-ScmKD_3
His2A:CG33847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2A:CG33850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2A:CG33853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2A:CG33856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2A:CG33859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2A:CG33862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2A:CG33865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2Av	14842	4127	9838	29474	16311	14685	7223	6645	17507	21234	6295	6066	14280	6546	8746	7545	18618	16781	9293	10305	8603	5735	6802	9594
His2B:CG17949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2B:CG33868	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	2	4	2	2	2	0
His2B:CG33870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2B:CG33872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2B:CG33874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2B:CG33876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2B:CG33878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2B:CG33880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2B:CG33882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2B:CG33884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2B:CG33886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2B:CG33888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2B:CG33890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2B:CG33892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2B:CG33894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2B:CG33896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2B:CG33898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2B:CG33900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2B:CG33902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2B:CG33904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2B:CG33906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2B:CG33908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2B:CG33910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His3.3A	6549	1856	4163	12207	6985	6220	2818	2497	7287	7970	2645	2092	6583	2895	4007	3290	6878	7383	4020	4681	3928	2594	3138	3684
His3.3B	47421	13444	33817	86567	45791	47263	21273	18287	48593	64544	19504	17601	41738	17745	25131	20462	47447	48596	29297	32649	27842	19688	23140	28895
His3:CG31613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His3:CG33803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His3:CG33806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His3:CG33809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His3:CG33812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His3:CG33815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His3:CG33818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His3:CG33821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His3:CG33824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His3:CG33827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His3:CG33830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His3:CG33833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His3:CG33836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His3:CG33839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His3:CG33842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His3:CG33845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His3:CG33848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His3:CG33851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His3:CG33854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His3:CG33857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His3:CG33860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His3:CG33863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His3:CG33866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His4:CG31611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His4:CG33869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His4:CG33871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His4:CG33873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His4:CG33875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His4:CG33877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His4:CG33879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His4:CG33881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His4:CG33883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His4:CG33885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His4:CG33887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His4:CG33889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His4:CG33891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His4:CG33893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His4:CG33895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His4:CG33897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His4:CG33899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His4:CG33901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His4:CG33903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His4:CG33905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His4:CG33907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His4:CG33909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His4r	21663	5851	15501	43467	22021	22953	9907	8195	25625	29215	9108	8004	20424	8982	12108	10638	24734	25482	13951	15962	13765	10361	13074	14750
HisCl1	160	46	125	328	171	184	56	52	141	224	66	38	196	78	97	76	148	231	68	75	60	46	50	46
HisRS	2597	814	1738	5129	2374	2534	1314	907	3173	3390	1122	895	2675	1191	1457	1376	3178	3004	1372	1669	1505	934	1102	1289
Hk	78	18	16	58	12	25	12	14	20	65	5	3	7	12	24	6	15	24	4	15	2	6	8	2
Hlc	2813	675	1834	4900	2641	2842	1400	1079	3271	3664	1333	1069	2594	1264	1546	1316	3293	3061	1550	1774	1675	1119	1147	1574
Hmg-2	469	134	326	906	449	454	195	190	509	629	199	151	452	234	244	222	443	554	240	385	220	203	153	238
HmgD	47515	12602	32571	85012	49595	49355	19955	19089	53366	59542	18196	16614	39394	16780	26447	20415	48111	43920	28445	32453	26798	18165	19580	28153
HmgZ	12210	3336	8438	22341	11418	12441	4512	4411	13852	12455	3802	3547	11961	5372	7478	5120	10487	12599	7830	8310	7498	4851	5414	6946
Hmgcr	1489	394	842	2701	1396	1340	522	524	1206	1454	501	398	1457	696	996	724	1427	1465	929	1118	950	575	672	944
Hmgs	2469	609	1449	4998	2009	2249	1025	890	2179	2696	880	662	2302	1156	1408	978	2089	2265	1738	1709	1218	870	1037	1292
Hml	4840	615	1747	4145	4514	2858	836	802	988	810	648	329	832	573	1553	694	4434	767	1883	1147	1376	536	450	1301
Hmr	1454	396	1100	2678	1563	1490	718	663	1520	2042	577	602	1442	692	864	884	2042	1783	786	1016	832	576	602	900
Hmt-1	1441	368	907	2965	1350	1440	622	599	1599	1782	573	478	1348	722	932	672	1387	1519	962	1050	801	535	679	670
Hmt4-20	7576	2147	5285	13880	7320	7381	2926	2449	6462	8519	2418	2203	7466	3193	4276	3131	7249	7530	4029	5077	4202	2541	2953	3649
Hmu	9747	3052	7686	19682	9183	10462	4622	3764	10287	14605	3978	3372	11395	5297	6630	5473	8648	12692	6492	7943	7250	4663	5746	6292
Hmx	506	154	357	918	442	502	150	98	266	350	114	122	547	214	292	204	386	577	230	286	226	178	240	222
Hn	1411	12	53	168	110	28	14	90	125	36	26	6	4	118	4	26	23	10	24	38	12	0	2	4
HnRNP-K	12090	3292	7687	22274	11243	11980	4469	3953	11200	13868	3863	3409	11967	5052	7171	5328	10230	12676	5795	6910	6039	3745	4430	5116
Hnf4	1675	452	1119	3184	1498	1579	616	476	1357	1631	437	412	1430	606	893	628	1170	1498	694	810	752	491	520	586
Ho	600	189	418	1033	508	572	214	165	526	522	152	136	478	315	340	224	490	603	266	362	254	172	238	281
Hop	11281	3194	7708	21862	10868	10591	4928	4001	11349	15410	4385	3701	11732	5040	6697	5302	10784	13087	7139	8632	7125	4186	5465	6839
Hph	1788	436	1167	3189	1585	1592	632	540	1346	1931	570	400	1462	628	919	675	1560	1564	858	1046	868	517	572	708
Hpr1	1452	420	1101	2820	1484	1508	648	620	1621	2177	560	554	1428	596	936	718	1696	1792	952	1200	942	610	700	854
Hr3	27	40	120	196	10	114	28	7	51	199	11	9	167	61	67	66	2	86	3	13	16	19	39	2
Hr38	2	0	2	8	4	2	2	6	6	8	4	2	2	0	0	8	22	2	14	16	16	18	10	24
Hr39	4990	1866	4203	10074	4076	5028	1967	1586	3815	7171	1514	1572	6077	2275	2883	2061	3351	5645	2174	2731	2469	1511	1939	1492
Hr4	1612	2228	3562	5779	146	2271	1131	446	3012	6742	580	599	6197	2092	1925	1357	14	5599	258	418	1570	622	1971	54
Hr51	12	6	4	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hr78	4342	1185	2929	7925	3898	4263	1650	1188	3967	5166	1366	1217	4344	1843	2373	1741	2764	4465	1875	2310	1995	1170	1504	1608
Hr83	2	2	0	6	2	1	0	2	2	6	0	0	2	0	2	0	2	0	2	2	9	2	8	0
Hr96	603	188	442	1240	683	568	196	224	650	738	222	196	624	264	349	293	644	604	272	334	274	150	210	260
Hrb27C	52019	15868	39196	104383	54637	55650	23603	19746	47279	73970	19942	18599	55700	22950	31682	24460	52897	57942	30622	34778	30715	20178	23227	28810
Hrb87F	16543	4892	11505	30343	16486	17451	7325	6001	18266	21481	6216	5683	16589	7183	10546	7825	16648	18565	9941	11336	9977	6119	7019	9257
Hrb98DE	20281	5922	14116	38226	18454	19761	8490	6998	20295	26860	7398	6656	22160	9189	12688	9195	18027	23368	10859	13126	11691	7419	8858	10948
Hrd3	2596	796	1850	5032	2422	2803	1186	998	2543	3398	931	866	2709	1232	1682	1295	2727	3062	1457	1896	1510	1005	1167	1370
Hrs	1702	502	1292	3280	1578	1544	745	726	1650	2461	635	572	1670	836	1026	912	1581	2015	1092	1345	1178	826	976	1120
Hs2st	816	222	591	1564	818	796	330	234	807	797	278	201	795	335	465	347	590	824	413	480	377	192	304	292
Hs3st-A	66	20	18	58	14	14	13	10	20	59	4	16	16	14	12	6	20	28	10	14	8	4	4	2
Hs3st-B	58	30	22	86	16	30	16	10	30	48	16	8	13	12	14	1	8	14	14	16	16	12	10	8
Hs6st	1148	413	727	2234	896	1072	322	324	839	932	318	302	957	437	600	316	859	1022	554	522	470	294	303	418
Hsc20	151	41	89	249	157	114	60	69	162	140	51	32	128	57	95	68	149	127	54	73	83	39	50	80
Hsc70-1	6	4	2	2	7	1	0	2	0	0	0	2	0	0	0	0	5	4	2	0	2	0	0	0
Hsc70-2	8	0	0	10	2	6	2	0	6	0	0	0	2	2	0	0	4	10	0	0	0	4	2	6
Hsc70-3	47513	17841	40324	102272	36995	48764	19344	12890	45086	67341	15187	12384	61091	24894	29198	24625	27064	57354	25166	30683	29363	17518	25320	21874
Hsc70-4	168703	45055	109792	313951	161324	159306	84003	69110	182047	247940	74908	62373	159098	72919	92461	82060	197299	184540	112866	139462	117108	79420	96232	121944
Hsc70-5	7393	2058	4979	14575	7603	7576	3539	2586	7717	9863	2820	2456	7038	3236	3973	3478	8223	7921	4420	5393	4420	2922	3395	4222
Hsc70Cb	14160	4097	9471	27239	13526	13309	6101	4709	14272	19180	5241	4375	15518	6698	8958	7542	14639	16655	8981	10966	9190	5555	7037	8838
Hsepi	1198	390	906	2436	1304	1256	520	502	1234	1634	428	490	1278	572	722	556	1124	1264	724	828	691	460	584	598
Hsf	3121	792	2183	5632	2830	2992	1184	1111	2878	3792	967	993	3146	1328	1728	1496	2659	3245	1355	1610	1412	950	1060	1287
Hsl	2260	574	1362	3945	2191	2170	874	784	1933	2720	684	712	1965	868	1160	982	2132	2372	1274	1518	1214	738	876	1160
Hsp22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsp23	74306	26745	60893	133561	48578	60151	14975	7234	41164	47138	12535	10338	76153	28223	33013	20009	16989	58835	36838	47234	43286	20564	28443	21126
Hsp26	6204	2999	7616	14868	4353	6592	2428	1040	6525	9141	1546	2104	10008	3900	4992	3972	2478	9210	3748	4683	4115	5277	6819	1959
Hsp27	46633	19408	46846	111285	38331	51742	15048	8995	41200	62463	14585	11687	59464	22674	26921	22152	19403	60274	24667	31279	29568	18213	25930	17925
Hsp60A	15481	4126	10063	28262	15564	14595	7812	6499	17139	21529	6448	5654	15363	7059	9396	8080	19379	16978	10386	12919	10424	6875	7614	10329
Hsp60B	4	0	0	22	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsp60C	6	0	0	16	0	0	0	0	2	0	2	0	0	0	2	0	0	0	4	0	0	0	0	0
Hsp60D	4	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Hsp67Ba	7200	3006	6204	17744	6568	8322	2073	1075	6226	8807	1745	1797	11764	4473	5202	4533	3682	9768	4485	5176	5128	2975	4377	2975
Hsp67Bc	2135	870	1811	3131	1169	1434	330	174	1004	844	205	158	2816	993	1421	596	388	1644	1729	1976	1350	850	1118	664
Hsp68	286	92	290	374	174	156	98	52	106	386	134	200	143	72	138	270	334	344	516	180	102	2978	2642	68
Hsp70Aa	6	1	0	6	6	8	0	0	4	7	0	2	0	2	7	4	6	4	1	2	1	3	4	0
Hsp70Ab	179	46	68	334	160	184	68	36	96	174	52	62	180	66	126	98	120	206	52	42	20	152	187	26
Hsp70Ba	5	0	2	3	1	2	6	4	0	30	4	12	0	4	4	16	25	12	18	2	1	137	116	2
Hsp70Bb	0	0	0	14	0	10	0	0	4	12	8	6	188	82	130	54	143	136	6	4	0	40	48	4
Hsp70Bbb	0	0	2	0	0	0	2	0	0	2	0	6	0	0	0	4	2	0	16	0	0	56	73	0
Hsp70Bc	2	2	14	2	2	0	0	0	0	2	2	4	0	0	0	0	2	0	12	2	0	56	41	0
Hsp83	87477	24030	61133	184560	80899	86781	42622	29071	85916	130243	34949	30495	98301	41435	51644	41647	84315	107420	55024	65402	53962	38074	48903	57111
Hsromega	2221	696	1608	5376	2204	2388	830	750	2200	2504	751	688	2515	994	1413	910	1666	2108	1018	840	828	1348	1592	634
HtrA2	410	150	317	823	454	470	225	153	511	552	132	138	430	179	286	240	538	521	300	302	267	188	192	250
Hug	104	26	10	6	0	0	4	2	12	2	2	2	0	0	0	2	2	2	6	0	2	0	0	0
Hus1-like	197	51	155	394	147	193	95	79	212	296	69	61	268	114	143	112	242	337	90	97	96	63	105	93
Hydr1	531	102	261	928	533	587	255	181	441	522	205	152	339	142	255	235	544	466	167	267	165	134	160	167
Hydr2	1702	504	1129	3025	1667	1582	672	630	1445	2053	532	522	1666	671	917	673	1604	1689	830	1051	736	538	695	816
I-2	1801	531	1334	3332	1602	1737	712	609	1923	2180	689	587	1771	798	959	772	1630	2012	1012	1072	930	710	780	964
I-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
I-t	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IA-2	1482	422	176	1032	390	318	180	118	256	560	94	70	238	100	94	142	378	234	268	218	144	70	68	158
ICA69	218	70	132	334	229	221	60	28	150	191	47	30	194	94	124	96	127	251	98	126	116	69	82	84
IFT52	56	16	26	102	50	75	8	6	40	54	16	8	40	22	34	28	30	53	30	37	38	24	24	52
IFT57	0	0	0	4	0	0	0	0	0	0	0	2	2	0	2	0	2	2	0	2	0	0	0	2
IKKbeta	998	262	688	2022	1059	1042	427	475	979	1227	300	413	1010	445	595	428	1148	926	544	513	444	358	310	469
IKKepsilon	1644	526	1134	2955	1650	1572	632	606	1540	1956	562	493	1576	704	964	800	1508	1743	810	1143	795	536	676	818
IM1	4	2	12	12	10	8	2	0	0	0	0	0	0	0	2	2	0	0	4	0	6	2	0	10
IM14	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0
IM18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IM2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4
IM23	2	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	1	0
IM3	2	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
IM33	132	0	2	68	22	8	0	12	18	4	4	0	0	18	0	2	6	0	2	2	0	0	0	0
IM4	0	0	1	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
IMPPP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INPP5E	277	85	186	499	234	248	99	78	232	308	92	70	246	112	109	112	264	223	124	106	124	90	86	106
IP3K1	1027	257	624	1493	827	891	270	278	801	918	298	296	1011	486	555	387	625	954	478	503	376	246	323	354
IP3K2	484	128	265	944	469	391	222	164	619	941	222	206	541	234	376	217	518	506	104	113	131	75	111	134
IRSp53	4181	757	2272	6935	4161	4213	1581	1395	2761	3153	1168	1185	3044	1664	2226	1537	4664	3787	2369	3244	2375	1660	1515	2256
ITP	1629	453	1014	2925	1672	1477	802	750	1520	2008	618	570	1471	638	913	786	2017	1418	1130	1151	1116	682	688	862
Ibf1	1299	326	828	2435	1401	1484	470	486	1216	1527	421	462	965	467	708	483	1344	1196	726	781	670	408	478	627
Ibf2	768	242	444	1565	746	780	404	347	1048	1033	344	328	644	270	411	397	888	776	448	512	482	342	382	534
Ice1	1052	292	608	1696	1114	926	438	332	1073	1248	314	372	874	456	528	436	1129	1116	554	680	532	304	428	610
Ice2	366	104	208	646	370	420	148	142	416	464	174	120	342	154	178	158	410	364	216	276	232	130	172	150
Ide	2829	889	1742	5371	2891	2745	1071	837	2338	3078	872	820	2700	1172	1695	1261	2684	2843	1348	1647	1414	912	1125	1288
Idgf1	144	22	194	317	90	125	54	56	88	176	40	46	96	84	82	84	164	144	58	48	56	22	28	68
Idgf2	800	114	252	813	408	437	246	228	410	470	145	114	315	169	264	146	426	449	348	416	274	124	153	320
Idgf3	1240	183	550	1434	396	410	504	324	480	441	164	130	205	174	234	104	116	294	526	537	272	80	124	264
Idgf4	9855	1930	4345	13815	6676	8762	6212	4485	12704	13380	4151	3084	7269	3970	4300	5419	11572	9823	9790	12582	10710	5829	7300	8668
Idgf5	328	2	14	18	14	0	2	24	22	4	4	6	4	20	4	2	0	0	2	0	4	0	1	0
Idgf6	9980	1145	2264	5149	6203	3320	1558	1192	1988	1938	838	616	1781	1154	2468	1268	3836	2165	3099	3176	2154	1258	1250	2348
Idh	21123	6232	16266	41503	19871	22090	7837	6141	19613	24785	6651	5672	20994	8695	11248	9380	14742	23047	13195	15614	13365	8809	11132	12708
Ih	329	106	192	484	204	246	130	100	167	302	104	52	346	151	166	104	195	269	112	186	144	82	104	148
IleRS	6396	1750	4243	11744	6277	6100	2872	2214	6527	8254	2490	2108	5900	2740	3337	2947	6914	6838	3422	4416	3762	2668	3158	3734
IleRS-m	807	150	402	1299	658	636	288	222	585	756	204	182	629	266	357	300	646	576	248	312	259	152	196	222
Ilk	2164	452	1174	3804	2094	2158	960	742	2195	2488	766	690	1874	788	1145	930	2126	2140	1074	1434	1172	782	948	1298
Ilp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ilp2	106	30	12	162	78	32	0	0	2	0	2	0	0	10	0	0	2	0	4	10	0	0	0	0
Ilp3	32	12	2	102	24	18	0	0	0	2	0	0	0	2	0	0	0	2	0	4	0	0	0	0
Ilp4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ilp5	24	14	2	62	10	8	0	0	0	0	0	0	0	0	2	0	0	0	2	6	0	2	0	0
Ilp6	898	136	238	513	340	195	30	59	114	190	32	26	225	152	194	50	82	144	95	95	88	24	63	56
Ilp7	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Ilp8	20	6	6	21	12	6	819	962	1925	2670	907	461	16	8	8	651	3191	30	134	174	133	210	98	246
Ime4	1086	292	725	1964	1034	1089	469	392	1188	1456	449	381	991	440	617	517	1117	1232	630	756	673	455	550	603
Iml1	2628	613	1156	3985	2172	2185	810	818	1606	2317	691	675	1714	781	1075	700	1619	1637	653	667	664	350	395	530
Imp	2825	784	2170	5856	3467	3165	2077	1941	3210	5260	1717	1404	2853	1347	1724	1722	6753	3139	1974	2440	2286	1340	1450	2233
ImpE1	11063	7096	15595	33257	5631	13660	5671	2733	11732	29810	3988	3022	33494	12084	14587	11287	2020	31875	5246	7329	9969	6333	11681	3642
ImpE2	66131	38563	98664	205497	43780	81759	23243	9358	70749	124222	17123	18348	135838	43967	51801	36668	2811	125222	26193	35707	44309	25715	49184	15637
ImpE3	3139	1901	5042	10032	2259	4600	1366	793	3981	6734	1016	887	7343	2674	2946	2571	696	6619	1566	1925	2358	1631	2913	1056
ImpL1	26	38	189	594	32	126	48	14	65	301	26	48	358	218	269	350	24	130	12	32	30	54	98	10
ImpL2	12405	4246	11403	28419	10582	12030	3779	1789	9015	9191	2186	2020	15083	7659	7672	5300	3747	12074	5662	5902	5858	4315	5462	3218
ImpL3	392	184	384	1271	422	465	355	136	684	920	202	217	766	334	437	398	431	958	216	276	260	190	344	170
InR	2782	1121	2146	5633	2182	2582	1153	950	2005	3630	738	786	2966	1256	1386	988	2205	3144	1234	1314	1670	908	1148	928
Incenp	5965	1438	3722	11455	6713	6100	3216	2946	7755	9268	2793	2828	4951	2397	3286	3207	8485	6442	3801	4124	3675	2574	2828	4104
Indy	2341	598	1472	4398	1758	2081	968	888	2302	3069	904	808	2084	960	1230	1149	1794	2245	1152	1321	1260	743	882	998
Indy-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ing3	678	227	487	1304	626	656	323	270	762	1040	340	237	713	299	410	311	770	845	426	602	542	306	328	402
Ino80	2461	684	1502	4471	2292	2539	1002	928	2266	2954	816	838	2403	976	1392	1046	2443	2429	967	1280	1129	684	742	1086
Inos	5386	1199	2437	6249	4291	3113	1096	900	2291	2595	833	822	2097	1169	1863	1031	2557	2420	2196	2265	2004	786	926	1412
Int6	9909	2524	6632	17663	9869	9709	4538	4145	11176	13326	4213	3472	9076	4087	5664	5013	11415	11237	6621	7678	6495	4572	5439	7218
IntS1	3097	858	2050	5491	2870	2920	1479	1140	2564	4041	1204	984	3038	1502	1700	1492	3626	3736	2063	2556	2193	1302	1606	2193
IntS10	826	213	500	1418	741	752	340	288	811	941	302	246	645	320	455	335	760	771	540	534	398	317	318	467
IntS11	2307	610	1482	4001	2216	2208	987	828	2354	3045	1037	902	2050	948	1232	1054	2636	2472	1246	1543	1354	894	1070	1356
IntS12	308	86	180	612	336	284	194	206	555	620	216	165	467	200	287	202	652	451	216	236	216	148	187	278
IntS14	1173	318	763	2016	1050	1104	454	402	1233	1583	484	394	1000	522	667	586	1170	1284	659	760	644	492	583	609
IntS2	2034	541	1274	3590	1835	1764	894	740	1975	2661	762	689	1823	898	1161	886	2189	2051	1172	1386	1178	758	820	1150
IntS3	5318	1515	3503	9617	5275	5311	1685	1684	3986	5295	1528	1430	5063	2218	3041	1916	4147	4884	2175	2367	2146	1281	1432	1737
IntS4	1898	490	1208	3228	1829	1738	826	765	2022	2534	692	664	1675	760	1044	1032	2289	2062	1118	1373	1072	752	906	1134
IntS6	1782	528	1192	3435	1851	1914	735	672	1636	2038	673	545	1813	916	1075	879	1709	1886	1073	1077	1127	670	702	946
