geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	res_toy_v_toySfmbtKD_change
CG12164	47.4332539849814	2.16378668711425	0.65940232063114	3.28143626343808	0.00103279863367688	0.0123013694404014	enriched in toy-SfmbtKD
CG12592	81.8507305133301	-1.01448288295135	0.2846245519901	-3.56428451396083	0.000364850041270983	0.00544012617424171	depleted in toy-SfmbtKD
CG12607	32.7979082324132	-3.55790001699581	0.915014016384435	-3.88835575552648	0.000100925621993042	0.00189804670684283	depleted in toy-SfmbtKD
CG12721	34.7386866750346	5.41380621676473	0.678610185165789	7.97778508945028	1.48982501176572e-15	3.17142537079064e-13	enriched in toy-SfmbtKD
CG13029	28.4480669464041	2.42420541064596	0.621574436284826	3.90010474873376	9.61510787168147e-05	0.00181507838219195	enriched in toy-SfmbtKD
CG13032	5.31573446967305	-6.75120007026307	2.41897472066195	-2.79093452800351	0.00525561021509297	0.0428544255925063	depleted in toy-SfmbtKD
CG13060	95.8834357149835	-1.4156853384376	0.264816295988989	-5.34591473364789	8.99615535450116e-08	4.56885961024285e-06	depleted in toy-SfmbtKD
CG13101	82.9428562935415	-1.22173368081986	0.315451674148023	-3.87296622888287	0.000107518730812081	0.0019960940854014	depleted in toy-SfmbtKD
CG13321	20.6848429997057	2.12861820069488	0.712242505753276	2.98861438835868	0.00280245575834917	0.0268568676841795	enriched in toy-SfmbtKD
CG13641	36.6326211307118	-3.85672382536409	1.31824680213135	-2.92564625920466	0.00343741552437567	0.0312081146292002	depleted in toy-SfmbtKD
CG13643	19.7029331134091	1.92917325201906	0.661662725557261	2.91564444769695	0.00354954754134528	0.0319938947307744	enriched in toy-SfmbtKD
CG13675	4.35467756095966	3.22993933376433	1.03624558242159	3.1169631876416	0.00182724387318274	0.0191630764687561	enriched in toy-SfmbtKD
CG13678	57.133824174157	-2.28335240639575	0.815415926845359	-2.80023032568112	0.00510661557284037	0.0422245362035272	depleted in toy-SfmbtKD
CG13731	188.886634721679	-1.63470279310666	0.501279651436696	-3.26105954714402	0.00110996727790177	0.0128980518181268	depleted in toy-SfmbtKD
CG13947	19.2810162017837	42.2021195393336	3.5104800406483	12.0217517406935	2.73119178494071e-33	2.10196721602553e-30	enriched in toy-SfmbtKD
CG13982	17.6851508470387	2.15931239022754	0.546337681881017	3.95234021346124	7.73906049955085e-05	0.00152720513408296	enriched in toy-SfmbtKD
CG14205	10.3766326395946	3.63967613950159	0.911068602712538	3.99495288133641	6.47071205822619e-05	0.00131852289496035	enriched in toy-SfmbtKD
CG14545	5.39543550569581	2.85392155095604	0.864355564239911	3.30179114825934	0.000960695736469678	0.0115804347510592	enriched in toy-SfmbtKD
CG14566	103.510705182696	-2.44667401778297	0.835229955864894	-2.92934179455932	0.00339680679610552	0.0309236141902054	depleted in toy-SfmbtKD
CG14598	479.639718683545	2.70655743131389	0.169995910483494	15.921309069236	4.50844595030483e-57	9.02140034655997e-54	enriched in toy-SfmbtKD
CG1503	18.1974656289802	2.99067749950041	0.698638258961554	4.28072390988967	1.8628635085669e-05	0.000484102581901607	enriched in toy-SfmbtKD
CG15203	80.5528121164797	-1.00886552096561	0.337550596493184	-2.9887831082117	0.00280090880375879	0.0268568676841795	depleted in toy-SfmbtKD
CG15343	121.73683451486	-3.11475487758465	0.501548138814907	-6.21028100103095	5.28899381594268e-10	5.18788069887319e-08	depleted in toy-SfmbtKD
CG1537	21.8578215362694	-1.51974351111162	0.498299843341321	-3.04985749327366	0.00228949973150177	0.0228607233669414	depleted in toy-SfmbtKD
CG15404	39.5520319820747	-4.37840775845925	1.27402134370971	-3.43668320792032	0.000588883934305067	0.00787671626032379	depleted in toy-SfmbtKD
CG15449	120.617669168012	1.23698246241797	0.289503391610189	4.2727736470996	1.93056407689816e-05	0.000496537110266479	enriched in toy-SfmbtKD
CG15484	33.1268649496718	1.86239767169377	0.562303456260046	3.31208647387803	0.000926029173294146	0.011230208337949	enriched in toy-SfmbtKD
CG1552	4.86926955035519	-4.91342239368236	1.71554386302962	-2.864061070992	0.00418247364681707	0.0363243479482681	depleted in toy-SfmbtKD
CG15522	275.683600848366	1.26506784780324	0.266989467691954	4.73826873673848	2.15551836539431e-06	7.5142722110697e-05	enriched in toy-SfmbtKD
