geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	res_toy_v_toyScmKD_change
CG13900	3505.33172406036	-1.03054044044331	0.0771238990823181	-13.3621413427681	1.00627144894641e-40	1.64698334808025e-38	depleted in toy-ScmKD
CG13947	19.2810162017837	41.5735436796889	3.56546306570355	11.6600685278689	2.03878239127828e-31	1.85706483031652e-29	enriched in toy-ScmKD
CG13982	17.6851508470387	1.85384272559134	0.570506002232936	3.2494710280619	0.00115619854989534	0.00574806825351385	enriched in toy-ScmKD
CG14118	33.3179842656603	4.36179274329698	0.605579958198792	7.20267024072344	5.90446509975866e-13	1.61486349660501e-11	enriched in toy-ScmKD
CG14130	78.8606172023406	-1.06783847695832	0.25137702956681	-4.24795566563296	2.15730071506151e-05	0.000179918192597685	depleted in toy-ScmKD
CG14258	41.2309253762436	-4.29288211955745	1.41238077399455	-3.03946513475693	0.00236998632745042	0.0104265463166918	depleted in toy-ScmKD
CG14260	10.3940135666938	-2.30934139922449	0.753605345880908	-3.06439094659692	0.00218113678089764	0.00973472849591086	depleted in toy-ScmKD
CG14285	32.8425273349253	-2.01633697741287	0.458309635782963	-4.39950814904473	1.08496503399156e-05	9.80587466010495e-05	depleted in toy-ScmKD
CG14395	18.6434549488259	-1.89866531397279	0.754837504150182	-2.51532986044508	0.0118921060764085	0.0389767869682038	depleted in toy-ScmKD
CG14401	40.6858261766335	-1.02470370283042	0.40073439289902	-2.55706453198947	0.0105559632839433	0.0354175898139994	depleted in toy-ScmKD
CG14456	14.1846790596611	-4.84026607032546	1.38964241119375	-3.48310186227514	0.000495639739108438	0.00278083892188585	depleted in toy-ScmKD
CG14598	479.639718683545	1.01767322422237	0.17847994545408	5.7018911656055	1.184854725143e-08	1.9332325928151e-07	enriched in toy-ScmKD
CG14629	547.351763551346	-1.35155535357518	0.354720801059052	-3.81019480543568	0.000138857333407353	0.000920006684024047	depleted in toy-ScmKD
CG14661	8.3341241246389	-6.69041262741211	1.91893714717102	-3.48651994010091	0.000489348901691429	0.00275249822701944	depleted in toy-ScmKD
CG1468	16.4187742153176	-5.14306799278405	1.90917547557318	-2.69386866665044	0.00706279885015621	0.0257242065213443	depleted in toy-ScmKD
CG14694	7.27420074017222	-2.65604399086826	1.07320892580199	-2.47486200218047	0.0133287665957298	0.0426056851053614	depleted in toy-ScmKD
CG14989	64.7596842135533	-5.59496376349408	1.30996817757211	-4.27106845745196	1.9453867473865e-05	0.000163546759059981	depleted in toy-ScmKD
CG15080	132.03069787011	-1.30814853533805	0.339241317183111	-3.85610027163039	0.000115210245127713	0.000782130471622029	depleted in toy-ScmKD
CG15236	111.40130160254	2.90887573817621	0.557391738925657	5.21872775470787	1.80156345773442e-07	2.41013757596015e-06	enriched in toy-ScmKD
CG15282	401.499854643208	-1.60894788539437	0.329478656222088	-4.88331445758309	1.04317308463714e-06	1.20121230011275e-05	depleted in toy-ScmKD
CG15312	38.3651193411961	-1.63247555194382	0.455431826489611	-3.58445645866838	0.000337780906280865	0.00200354189880638	depleted in toy-ScmKD
CG15343	121.73683451486	-2.40326821915948	0.504154174905949	-4.76693110715153	1.87053234623238e-06	2.03255459821412e-05	depleted in toy-ScmKD
CG15347	18.4433276024338	-4.96194982965423	1.34833729072429	-3.68005087732077	0.000233187424081743	0.00145049778340633	depleted in toy-ScmKD
CG15369	50.6876873540402	-3.84923739929133	1.34743551480471	-2.85671362896296	0.00428051843673536	0.0170035762703083	depleted in toy-ScmKD
CG15385	43.9316272633041	-2.06870320230937	0.431235701395959	-4.79715198814186	1.60937485962695e-06	1.77641745569993e-05	depleted in toy-ScmKD
CG15404	39.5520319820747	-4.30582349874027	1.33222789387196	-3.23204724848233	0.00122906731924644	0.00606173079260036	depleted in toy-ScmKD
CG15414	142.541809154379	-2.05007840291857	0.379016317675878	-5.40894496440052	6.3397106393746e-08	9.05981841029317e-07	depleted in toy-ScmKD
CG1544	313.527652149054	-1.05367916298482	0.204342748481332	-5.15643041319413	2.51701961312997e-07	3.25905815173504e-06	depleted in toy-ScmKD
CG15449	120.617669168012	1.01311696712024	0.295347851502917	3.43024999831508	0.000603025376480363	0.00329337373234192	enriched in toy-ScmKD
CG15484	33.1268649496718	1.72888289101765	0.572233816851148	3.02128752287175	0.0025170222545882	0.0109447107168167	enriched in toy-ScmKD
CG15522	275.683600848366	2.14437749966161	0.266742645618071	8.03912510762148	9.04821636393907e-16	3.08729858020396e-14	enriched in toy-ScmKD
CG15537	19.5155763501992	2.01892222654742	0.58545132807783	3.44848859285366	0.00056373328092244	0.0031128656392528	enriched in toy-ScmKD
CG15547	39.9797457059653	-1.46305567506201	0.360170938598176	-4.0621147301789	4.86301648672613e-05	0.000367268188164789	depleted in toy-ScmKD
CG15864	31.9627131641952	-3.57979530323356	0.472468191856824	-7.57679641705568	3.54191907369779e-14	1.06613799703978e-12	depleted in toy-ScmKD
CG15919	67.2864767429013	-4.50327524791037	1.08617753552569	-4.14598451967694	3.38356687277569e-05	0.000267897679458241	depleted in toy-ScmKD
CG1638	6.57520899243064	-3.72817654271002	1.35347824229138	-2.75451531189624	0.0058779139507384	0.0220555000308563	depleted in toy-ScmKD
CG16713	14.0516649908072	-5.37589801720088	2.00810301015658	-2.67710271336215	0.00742618651950696	0.0267501044676188	depleted in toy-ScmKD
CG1674	254.275906079337	-1.03770368432873	0.325723851938232	-3.18583879612696	0.00144334996720819	0.00693218290073626	depleted in toy-ScmKD
CG16758	20.0921597915307	-2.59396830427772	0.984732111329372	-2.63418677469135	0.00843390798931661	0.0297759306329934	depleted in toy-ScmKD
CG16799	22.9366548118134	-1.56319793064853	0.644882950544596	-2.42400257182862	0.0153504967758955	0.0476575144420585	depleted in toy-ScmKD
CG16820	50.7668613789121	-2.67719121064325	0.679557065605671	-3.93961205930093	8.16134743887833e-05	0.00057763590825845	depleted in toy-ScmKD
CG16854	2.79496281789083	-4.27146089204268	1.61600064111812	-2.6432297013739	0.00821193037723019	0.0290706220687686	depleted in toy-ScmKD
CG16886	48.7856375436178	-2.63754040012864	0.55150066439634	-4.78247909821765	1.73146396256179e-06	1.89917120500887e-05	depleted in toy-ScmKD
CG16894	6.08052282871849	-3.760980607887	1.31026399201199	-2.87039911866295	0.00409953985611753	0.0163778337119875	depleted in toy-ScmKD
CG16926	84.29960916986	-4.85753563092543	1.42577972817796	-3.40693273647044	0.000656973152860132	0.00354366311854268	depleted in toy-ScmKD
CG17027	13.007019035996	-2.81534004119064	1.06014911591529	-2.65560759229609	0.00791656750945638	0.0282061376399849	depleted in toy-ScmKD
CG17321	71.5874358486294	1.01968581877902	0.312920720811547	3.25860753527127	0.0011196043548342	0.00559438265359301	enriched in toy-ScmKD
CG17646	240.523769167731	-1.38048154956726	0.391864027920938	-3.52285857135573	0.00042691910927686	0.00246041042610147	depleted in toy-ScmKD
CG17760	30.8293645438137	-1.90162181360516	0.529849926594276	-3.58898193272997	0.000331971844391846	0.00197804611490591	depleted in toy-ScmKD
CG17806	192.807735844641	-1.08492049639657	0.138394597324914	-7.8393269489376	4.5296773215732e-15	1.48740971609653e-13	depleted in toy-ScmKD
CG17855	37.8372833825382	-1.04322093795199	0.408796725508037	-2.5519307588766	0.0107127806370739	0.0357946976629504	depleted in toy-ScmKD
CG17883	1139.0240596968	-1.35356584164605	0.0888133418298161	-15.2405687451751	1.9020740879059e-52	1.04864347741128e-49	depleted in toy-ScmKD
CG17928	69.3831012381817	-1.88197200380693	0.632262535580733	-2.97656732432886	0.00291495073245596	0.0123469910725743	depleted in toy-ScmKD
CG17977	254.752474976678	-1.09290051795615	0.13615717775703	-8.02675654680808	1.00083415803106e-15	3.39279540627035e-14	depleted in toy-ScmKD
CG18011	397.88737164079	-1.40565585451009	0.138176583564633	-10.1728948440283	2.62003937635649e-24	1.6434079321757e-22	depleted in toy-ScmKD
CG18130	11.6072505798327	-2.61252125678971	0.824762732227913	-3.16760342666377	0.00153701027249266	0.00732159281689887	depleted in toy-ScmKD
CG18155	31.3944321788132	-1.35155206131379	0.408636727894086	-3.30746594482348	0.000941441578469135	0.00483648873686326	depleted in toy-ScmKD
CG18171	47.1504237022886	-1.81078875802595	0.386706608734685	-4.68259066983857	2.83271821078601e-06	2.98518342635649e-05	depleted in toy-ScmKD
CG18249	37.3224101977064	-1.56978846830323	0.478977737816488	-3.27737250474189	0.00104778037798332	0.00528939732981939	depleted in toy-ScmKD
CG18278	74.8952832039165	1.39387703583002	0.210880357046723	6.60980024574403	3.84838948163402e-11	8.76345213480789e-10	enriched in toy-ScmKD
CG18335	9.33870883926467	-2.42299004302899	0.835590029914227	-2.89973546390651	0.00373477712839318	0.015187030442515	depleted in toy-ScmKD
CG18404	2.54604282494828	6.6932600679009	2.45194599777156	2.72977466631974	0.0063377629055468	0.0236004502081773	enriched in toy-ScmKD
CG18428	145.715874045954	-1.45500142904008	0.205914550069468	-7.06604476735237	1.59412007552445e-12	4.18506460930291e-11	depleted in toy-ScmKD
CG1850	121.769483877431	1.18845282131843	0.222409365190529	5.34353767117826	9.11498753630279e-08	1.27136477287313e-06	enriched in toy-ScmKD
CG18622	8.52825313070933	-2.76948013385503	0.993760223605219	-2.78686957685603	0.00532198936428526	0.0203831219710743	depleted in toy-ScmKD
CG18747	19.6836810552144	-3.00367727665988	0.966026643739618	-3.10931100723293	0.00187524211908284	0.00861647278100919	depleted in toy-ScmKD
CG18765	33.7656177147069	-1.27133737367008	0.358881154611992	-3.54250246169822	0.000396349723494631	0.00231541707011129	depleted in toy-ScmKD
CG1965	1005.46908688873	-1.44852386921511	0.0964414012799812	-15.0197306342518	5.45288497551163e-51	2.71995095802306e-48	depleted in toy-ScmKD
