Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	res_WT_vs_PcKD_change
CG4133	159.711928129864	-1.00123059995723	0.230219967943093	-4.34901719821594	1.36748989008553e-05	0.000216452302385871	depleted in absence of Pc
CG42265	61.9065714626928	-1.8366884616785	0.48822357286838	-3.76198234527617	0.000168571949537351	0.00171264418175794	depleted in absence of Pc
CG42402	52.0951296664573	1.77685284301391	0.429946701745465	4.1327281632825	3.58482613727342e-05	0.000490804872617875	enriched in absence of Pc
CG42404	137.265376765274	-1.03714680728706	0.216016459888251	-4.80123971952688	1.57686367197099e-06	3.48031484152045e-05	depleted in absence of Pc
CG42460	60.7328463967196	-5.21537699625903	1.13935737733655	-4.57747244192238	4.70627765636385e-06	8.8825764388032e-05	depleted in absence of Pc
CG4250	123.185093335473	-1.72472168426135	0.441070530387434	-3.91030813767214	9.2178454155801e-05	0.00104656269291525	depleted in absence of Pc
CG42514	650.87503807016	1.31231418701821	0.265084572876172	4.95054907488421	7.40043925415976e-07	1.79592176307702e-05	enriched in absence of Pc
CG42540	13.7779867103633	-2.13541358192816	0.751035054076834	-2.84329415829065	0.0044649840299201	0.023035718614817	depleted in absence of Pc
CG42566	102.517084183624	-2.15233176935328	0.506808112098283	-4.24683764520307	2.16808948177564e-05	0.000318100349324705	depleted in absence of Pc
CG42586	15.7694433728546	-3.40199226845583	1.2687199982199	-2.68143662370661	0.00733067985793941	0.0335149519755168	depleted in absence of Pc
CG4259	148.598553120396	-1.59289051307488	0.413122843161477	-3.85573090290789	0.000115384360282636	0.00126110056953519	depleted in absence of Pc
CG42594	12.8215424914039	-1.7655970771734	0.628990143564281	-2.80703456999872	0.00499998755689727	0.0250145933415657	depleted in absence of Pc
CG42613	17.2832351750705	-2.28194600733137	0.751212181212491	-3.03768504345631	0.00238402983766649	0.0142194814021797	depleted in absence of Pc
CG42694	55.5658531284146	-1.81842107681818	0.419813554694809	-4.33149681920135	1.48099087500798e-05	0.000230849734413345	depleted in absence of Pc
CG42807	303.039371940766	-2.04581345009867	0.515677738941354	-3.96723243143783	7.27120724229498e-05	0.000866873496721104	depleted in absence of Pc
CG42822	18.8463396785016	-3.56048633439781	1.37928807967837	-2.58139426190653	0.00984021305171614	0.041814780855861	depleted in absence of Pc
CG4301	12.7106291837526	-1.86864237814143	0.586153424386606	-3.18797485504229	0.00143272995025225	0.00947229659169355	depleted in absence of Pc
CG43066	102.327974870986	-1.07618702512961	0.242924456324613	-4.43013042577949	9.41761131304e-06	0.000156822369848525	depleted in absence of Pc
CG43083	4.51219310132664	-6.33438384691217	1.69271979364692	-3.7421337368927	0.000182464360502076	0.00183218836796118	depleted in absence of Pc
CG43085	34.6765305537453	-3.44070078306197	0.664673580127873	-5.176527074237	2.26054261392253e-07	6.55813510175088e-06	depleted in absence of Pc
CG43110	11.2520650078005	-3.80723824142371	0.984977007446616	-3.8653067154261	0.000110949683659036	0.00122175882833568	depleted in absence of Pc
CG43125	15.7132759690499	-2.14274890787783	0.612948348375539	-3.49580664269123	0.000472631049958099	0.0039002534912336	depleted in absence of Pc
CG4325	5.0511361760743	-3.82074876236824	1.2458654015077	-3.06674281005357	0.00216404968260017	0.0131760848429314	depleted in absence of Pc
CG43295	63.355360242801	1.83651555554363	0.343259180926462	5.35022996496946	8.78425358579236e-08	2.7679858760646e-06	enriched in absence of Pc
CG43338	83.3690271444021	-1.60881967378444	0.555031253075592	-2.8986109608594	0.00374819654771463	0.0201709305544643	depleted in absence of Pc
CG43347	200.094703443747	-1.03339027875741	0.228709897341058	-4.51834525209194	6.23247990663837e-06	0.000111003176911102	depleted in absence of Pc
CG43373	6.320494054219	-3.22362864131491	1.16471746163966	-2.76773444847025	0.00564474288497136	0.0273840890028383	depleted in absence of Pc
CG43679	52.5145949089827	-6.15166161841835	1.51128447712594	-4.07048554493008	4.69152522993504e-05	0.000606640276259656	depleted in absence of Pc
CG43689	13.4427108012913	-2.1386686453129	0.673161135338494	-3.17705306061303	0.00148779812903892	0.00976075633535398	depleted in absence of Pc
CG43693	220.979602755433	-1.37884951840249	0.276863534684049	-4.98024963806087	6.35023055851978e-07	1.59393899876963e-05	depleted in absence of Pc
CG43707	13.5623667187718	-2.59739477782392	0.822997102782417	-3.15601934568489	0.00159938252068338	0.0103209051003898	depleted in absence of Pc
CG43737	26.80293858132	-2.09260840003369	0.817384645900677	-2.56012687604114	0.0104633955386553	0.0438982522373488	depleted in absence of Pc
CG4382	387.324159271292	12.8235568973159	1.72059157859746	7.45299294546645	9.12461644129668e-14	1.48325709484634e-11	enriched in absence of Pc
CG43921	150.744023948154	-1.08397188270805	0.264922196833058	-4.09166123362292	4.28294007713895e-05	0.000565826308572366	depleted in absence of Pc
CG4393	49.6601661815345	-1.11414402576765	0.335714448348288	-3.31872527753639	0.0009042934750249	0.00653093757244711	depleted in absence of Pc
CG44004	52.4458236562541	-1.32309730004307	0.43953571898934	-3.01021565001673	0.00261062262787835	0.0153123633059004	depleted in absence of Pc
CG44013	33.5048129329497	9.48471048304461	1.34314878610124	7.0615486394295	1.64657087515631e-12	1.98382733323244e-10	enriched in absence of Pc
CG4409	31.5087163194905	-1.96646148664811	0.691779997180796	-2.84261108251469	0.00447456352402634	0.0230710716731578	depleted in absence of Pc
CG44153	5.33589411810124	-4.40236545728135	1.38924124602011	-3.16889918859896	0.00153017459713837	0.00996218566388686	depleted in absence of Pc
CG4462	49.3678563224317	-1.64859393351359	0.477775138603574	-3.45056450264878	0.00055941546934488	0.00448450530491893	depleted in absence of Pc
CG4467	103.065111697153	-1.48238854521318	0.291113525276279	-5.09213216323884	3.5405915328344e-07	9.74709620638631e-06	depleted in absence of Pc
CG4476	100.440982128412	-1.06320946565183	0.361010125909778	-2.94509596641493	0.00322854507437653	0.0179888629524973	depleted in absence of Pc
CG44956	23.0526638447199	-3.48939404007669	1.31984790203165	-2.64378496545355	0.00819847219812474	0.0363976264682389	depleted in absence of Pc
CG4562	104.467802591418	3.02923877987397	0.252904838120969	11.9777810593921	4.64592761830031e-33	1.18947361847534e-29	enriched in absence of Pc
CG4570	84.8472384061051	-1.31405676877307	0.263735667938258	-4.98247650401497	6.27756152163493e-07	1.57957020990328e-05	depleted in absence of Pc
CG4577	50.7250362938127	-1.90772336646739	0.580846713245918	-3.28438350938847	0.00102205739986997	0.00720313515838369	depleted in absence of Pc
CG4629	54.6486068127877	-1.41453729097261	0.387258261260142	-3.65269752120896	0.000259499845358736	0.00243587343383943	depleted in absence of Pc
CG4757	14.3647556486208	8.50264121421156	2.16060398818378	3.9353075624742	8.30902196115422e-05	0.00096476977215624	enriched in absence of Pc
CG4793	73.5011189593443	-3.37394763655591	0.615087225442189	-5.48531573571595	4.12731574268472e-08	1.47789652170749e-06	depleted in absence of Pc
CG4822	252.303089604133	-1.32542204722589	0.381120335899826	-3.47769961971871	0.000505736320966236	0.00412669417731069	depleted in absence of Pc
CG4835	7.65799561790281	-2.37212107807503	0.862212729983749	-2.75120164152499	0.00593770814008519	0.0284948777238109	depleted in absence of Pc
CG4927	67.9463163884287	-1.33333396346147	0.432217949859038	-3.08486485555798	0.00203644663364101	0.0125709764768641	depleted in absence of Pc
CG4950	317.614593528582	-1.68430301502523	0.391332588570334	-4.30401930280977	1.67727040324409e-05	0.000257139613766807	depleted in absence of Pc
CG4991	12.9112482052064	2.12699576956594	0.742209782570062	2.86576089337001	0.00416008327384936	0.0218297780570505	enriched in absence of Pc
CG5002	53.33936351287	-2.27040689635727	0.479631463965374	-4.73364878439497	2.20519178443489e-06	4.62773956237658e-05	depleted in absence of Pc
CG5065	453.630985337243	-1.18533518022723	0.378658172519817	-3.13035678680669	0.00174594107436088	0.0111034601308632	depleted in absence of Pc
CG5171	155.866449454476	-2.52353652991362	0.963938818994201	-2.61794263306746	0.00884616755524825	0.0385176878968101	depleted in absence of Pc
CG5281	101.272984903669	-1.11371276696639	0.204995380287807	-5.43286763537192	5.54555441679621e-08	1.901689361164e-06	depleted in absence of Pc
CG5321	7.47932584955817	-3.23005896146848	1.15342487789203	-2.80040687814161	0.00510382308030472	0.0254594506407212	depleted in absence of Pc
CG5399	158.761155650404	2.00355421761528	0.370906375279497	5.40177886159412	6.59832630124056e-08	2.2010898909122e-06	enriched in absence of Pc
CG5418	10.2957826605347	-2.76628589359247	1.07175839402175	-2.58107229112715	0.00984939543558902	0.0418364407531593	depleted in absence of Pc
CG5435	2.65053280058189	4.26458742604686	1.68891015013066	2.5250528725385	0.0115680883581983	0.0475015208004445	enriched in absence of Pc
CG5618	202.49215203193	-1.81456344614196	0.290124768452759	-6.25442445268999	3.98984539079466e-10	2.40352980277224e-08	depleted in absence of Pc
CG6034	7.52338267012755	-4.73428447738077	1.4442182270175	-3.27809495048244	0.00104510234655681	0.0073257310958852	depleted in absence of Pc
CG6055	58.6725771582622	-2.88364192780575	1.12742230942452	-2.55773005705171	0.010535784241057	0.0441476949315322	depleted in absence of Pc
CG6118	125.500185665609	-1.14625952784538	0.269492536626487	-4.25339989817264	2.10549081834997e-05	0.000310198465651882	depleted in absence of Pc
CG6123	8.39635063084984	-1.88421211436177	0.667096597611225	-2.82449666376483	0.00473549412780155	0.0239842707036675	depleted in absence of Pc
CG6218	134.287225481332	-1.47279401047571	0.296756746159091	-4.96296724350168	6.94242943461613e-07	1.71319083951575e-05	depleted in absence of Pc
CG6356	64.1296440613481	-1.7852718163535	0.567427872656616	-3.14625329911116	0.00165376712395345	0.010598391186738	depleted in absence of Pc
CG6409	6.22246160245661	4.73353084365635	1.68824197128253	2.80382251133133	0.00505006968863058	0.0252404898395636	enriched in absence of Pc
CG6762	177.307156766451	-1.31805848231078	0.291767218783202	-4.51750024491329	6.25739556973951e-06	0.000111253451440455	depleted in absence of Pc
CG7059	21.9059843251117	1.51540145949687	0.55236421989691	2.74348229829168	0.00607913257149988	0.0289969243897207	enriched in absence of Pc
CG7080	72.4810247923506	-1.7291696295423	0.505507905419438	-3.42065793829188	0.000624698507815626	0.00490859861120384	depleted in absence of Pc
CG7173	200.640121163896	3.50672050753408	0.434965193991352	8.06207153118509	7.50122831507352e-16	1.63446976967379e-13	enriched in absence of Pc
CG7201	17.6967505539787	4.38065055500029	1.22117021107227	3.58725631798189	0.000334175790267083	0.00296542271546895	enriched in absence of Pc
CG7328	55.2415531918636	-1.23719591863756	0.267320368868164	-4.62813935157975	3.68965721481531e-06	7.23865508370184e-05	depleted in absence of Pc
CG7342	49.7376957888536	-1.53790276895339	0.549376967064841	-2.79935792934667	0.00512043436088342	0.0255298774536548	depleted in absence of Pc
CG7381	49.1475567402128	-1.04956800379588	0.351721698455669	-2.9840865900634	0.00284426267775192	0.0163274069971174	depleted in absence of Pc
CG7432	97.0578789040509	1.04127147768008	0.392555524643362	2.65254572235629	0.00798873074091556	0.0358355635206817	enriched in absence of Pc
CG7470	195.893859125467	-2.07524986386633	0.507257548344982	-4.09111677221405	4.29300890304392e-05	0.000565826308572366	depleted in absence of Pc
CG7512	11.7832194651665	4.25068645128094	1.04845491486885	4.05423866205317	5.02978452523873e-05	0.000640671931877735	enriched in absence of Pc
CG7587	146.975891101639	-7.84573036554984	1.3008411635318	-6.03127467480239	1.62671422920904e-09	8.58720640274732e-08	depleted in absence of Pc
CG7606	91.6479933062089	-6.45676602624443	1.12308694918423	-5.74912390437303	8.97070616599569e-09	3.78061735991613e-07	depleted in absence of Pc
CG7708	7.48604674224688	-4.02682085584816	1.33780925610054	-3.01001120861248	0.00261238049047155	0.0153124660088645	depleted in absence of Pc
CG7730	129.461646834082	1.43463269360992	0.287605782066235	4.98819141709581	6.09471657673813e-07	1.54113561635494e-05	enriched in absence of Pc
CG7781	70.5392796299314	-1.86094170375385	0.438354712337851	-4.24528732411475	2.18313491596624e-05	0.000319849566157514	depleted in absence of Pc
CG8066	64.6266906215473	1.17937879789853	0.341786070982598	3.45063447000031	0.000559270477971384	0.00448450530491893	enriched in absence of Pc
CG8080	174.838181713018	-1.44035180840066	0.251184233534607	-5.73424449509572	9.79479551651847e-09	4.11100413461744e-07	depleted in absence of Pc
CG8112	87.1816118092109	-2.61968312494993	0.460268575734242	-5.69164019240481	1.25824784153233e-08	5.21688912758404e-07	depleted in absence of Pc
CG8401	17.1339988954722	-1.56171380501669	0.531318832370441	-2.93931573637098	0.00328937795430661	0.0182377584758826	depleted in absence of Pc
CG8547	2130.98316543907	1.03148374303109	0.314387589311931	3.28093022147789	0.00103465337754006	0.00725745564341629	enriched in absence of Pc
CG8563	35.1601722710012	2.04993915834656	0.727348628421407	2.81837220590575	0.00482678208811011	0.0243315380819743	enriched in absence of Pc
CG8745	54.6918375252512	-3.17868366434135	1.11221042513749	-2.8579876545829	0.00426336978194523	0.0222533995600923	depleted in absence of Pc
CG8909	136.716065049794	-1.61358044685915	0.329159308645881	-4.90212612700279	9.48049316289872e-07	2.24225705499413e-05	depleted in absence of Pc
CG9040	29.2910128300631	-20.7321757394502	2.40101421739203	-8.63475759088568	5.88517027470723e-18	1.8834383994774e-15	depleted in absence of Pc
CG9119	357.79691771205	-3.0370700416596	0.650413320414162	-4.66944625261624	3.02012698794554e-06	6.02906832038017e-05	depleted in absence of Pc
CG9121	52.0382920193579	-1.05012522862505	0.262418729060785	-4.00171600702251	6.28847494243191e-05	0.000773112507628394	depleted in absence of Pc
CG9150	385.977004564621	-1.50300432438123	0.230942423392718	-6.50813437523068	7.60898411730528e-11	5.56597188180881e-09	depleted in absence of Pc
CG9270	5.70096819744264	-3.17553344414374	1.08997093397153	-2.91341112425176	0.00357503585824643	0.0194744373533519	depleted in absence of Pc
CG9368	60.4142916380358	-1.60818777391422	0.466438983228443	-3.44779881557755	0.000565174847059881	0.00451775058017905	depleted in absence of Pc
CG9411	55.5464600019073	2.03864018323906	0.490153125266123	4.1591904206103	3.19377566399637e-05	0.000445277149893604	enriched in absence of Pc
CG9413	155.226068499846	-1.41141102211741	0.265392779296715	-5.31819677180974	1.04800696726553e-07	3.26220041087121e-06	depleted in absence of Pc
CG9444	31.9271681401319	-2.71516598769953	0.876850003300167	-3.09649994580665	0.0019581989780484	0.0121621014961005	depleted in absence of Pc
CG9509	28.8302407839812	-3.00828346549961	0.978460934551785	-3.07450543937929	0.0021085187650534	0.0129079425055299	depleted in absence of Pc
CG9514	91.6241081463916	2.38088110291326	0.402959090503447	5.90849334094598	3.45250766906049e-09	1.67569341416344e-07	enriched in absence of Pc
CG9521	22.5389120623186	4.56607614788065	1.15716138761218	3.94592854269257	7.94913197503626e-05	0.000931723506206406	enriched in absence of Pc
CG9572	223.201251410319	1.44003615423532	0.475932173746245	3.02571717919434	0.00248044197263345	0.0146664008324129	enriched in absence of Pc
CG9629	251.156649874197	-1.68856723757365	0.368726029432416	-4.57946307770265	4.6617106836427e-06	8.82450630520977e-05	depleted in absence of Pc
CG9650	96.6490064218221	-1.42225411122057	0.537190200000365	-2.64758015172206	0.00810701391750262	0.036168080585395	depleted in absence of Pc
CG9664	43.3268547656518	-1.90973663108142	0.693543430965684	-2.75359342445551	0.00589449440062389	0.02832731917259	depleted in absence of Pc
CG9686	107.602371198222	-2.6744713522896	0.534153496435039	-5.0069340931757	5.53038526006855e-07	1.41946555008426e-05	depleted in absence of Pc
CG9757	61.7310578051838	6.05242532440391	1.91667301814025	3.1577766614968	0.00158977304064215	0.0102653629944617	enriched in absence of Pc
CG9812	113.842426758166	1.15122062928957	0.383135295379692	3.00473655957146	0.00265810966821901	0.0154988079477826	enriched in absence of Pc
CR30009	53.9331986143028	-1.989612922325	0.603645618290638	-3.29599497128639	0.000980737707135162	0.00697984089545885	depleted in absence of Pc
CR40469	399.601319399101	3.55255235590035	0.366098223160705	9.7038229938114	2.90408644865041e-22	1.98271662137526e-19	enriched in absence of Pc
CR42875	19.7185241345742	-1.79479558990899	0.660311943537189	-2.71810256875643	0.00656574811189441	0.0306751032910177	depleted in absence of Pc
CR43283	460.596534161358	-3.13657876129871	0.897458444046346	-3.494957100361	0.000474137957462192	0.00390953850432392	depleted in absence of Pc
CR43431	18.4384034584457	-1.82981626418373	0.586941492263692	-3.11754457352567	0.00182364367965857	0.0114787553309056	depleted in absence of Pc
CR43493	8.57956997505951	-2.17480102128947	0.74899500149881	-2.90362554748361	0.00368869043007359	0.0200084103254151	depleted in absence of Pc
CR43724	18.1227660412164	-2.38568684405313	0.537740256972305	-4.43650408002835	9.14316029119064e-06	0.000152748947050707	depleted in absence of Pc
CR43767	37.1216442710179	-9.51813619494839	1.21687416691808	-7.82179164757399	5.20767529968583e-15	9.69669140801502e-13	depleted in absence of Pc
CR44127	6.37784067288865	3.04061136099049	1.08656838896352	2.79836169713252	0.00513625604133626	0.0255963007879925	enriched in absence of Pc
CR44133	3.56074678038945	-3.46888544169306	1.32110844249119	-2.62573860715919	0.00864611859430331	0.0378235371739685	depleted in absence of Pc
CR44320	15.2308746726401	-3.15818700850048	0.735716785971602	-4.2926667825442	1.76539848822289e-05	0.000269039373778134	depleted in absence of Pc
CR44334	60.1138243596907	3.16997348308738	0.831417685240378	3.81273280489683	0.000137438669462361	0.0014480549526379	enriched in absence of Pc
CR44763	4.96202052275293	-3.86420014153453	1.48906571538606	-2.59505010531566	0.00945771303799744	0.0406106663405165	depleted in absence of Pc
CR44811	48.0908951229543	1.94330859847817	0.605848759439726	3.20758038734831	0.0013385664527999	0.00898902232335986	enriched in absence of Pc
CR44918	37.8619009102536	1.38948989179102	0.51590202909883	2.69332123817803	0.0070744070722798	0.0325906445466565	enriched in absence of Pc
CR44922	69.9472643516325	1.14600462206929	0.405298095749675	2.82755984813977	0.00469042471417559	0.0237913023763607	enriched in absence of Pc
CR44932	6.50216832198445	3.82751703383061	1.15137267626117	3.32430768312101	0.000886383445216162	0.00645025835022077	enriched in absence of Pc
CR44936	2.31111101461339	-4.43484906675297	1.5651620514125	-2.83347597314329	0.00460447692535329	0.0235067039843186	depleted in absence of Pc
CR45143	43.0351608084823	-1.23731370431467	0.346858219132687	-3.56720307048959	0.000360811866329717	0.00314207000262129	depleted in absence of Pc
CR45267	28.9945743916651	-1.11518803052873	0.431558790593538	-2.5840929552031	0.00976354760827843	0.0415579763326598	depleted in absence of Pc
CR45444	6.45767596529913	2.55504629142707	0.983544576561435	2.5977940932375	0.0093824737021736	0.0404061872094028	enriched in absence of Pc
CR45566	22.5763593836627	2.90880332129005	0.57723699290054	5.03918383101833	4.6752126519401e-07	1.22766289150048e-05	enriched in absence of Pc
CR46003	47.13269819837	-1.80579055805398	0.488941043459862	-3.6932685079489	0.000221390045772815	0.00215313908714092	depleted in absence of Pc
CR46006	329.511909927781	2.15026273747268	0.223600591282406	9.61653421907508	6.80866444024319e-22	4.35797078328316e-19	enriched in absence of Pc
CR46029	22.411414009798	2.05602931764474	0.57934219205289	3.5489031281482	0.000386839364332006	0.00332837380250702	enriched in absence of Pc
CR46136	4.78310444896826	-6.19960985993618	1.89298535508975	-3.27504375206445	0.00105645610447795	0.00738005932193633	depleted in absence of Pc
Cadps	685.083296804425	-1.16844289388612	0.186770136116815	-6.25604777176644	3.94855840981572e-10	2.39273293934454e-08	depleted in absence of Pc
Cep89	7.50865685651842	-3.94308255363414	1.42384060482612	-2.76932863149782	0.00561719453656819	0.0272633598336469	depleted in absence of Pc
ChAT	10.3150722054123	-2.17129703315265	0.791374319955783	-2.74370418447995	0.00607502545455702	0.0289908367568119	depleted in absence of Pc
Cht7	1219.35250591535	1.06629057126715	0.273875671265619	3.89333804766109	9.88742193049453e-05	0.00110542672478378	enriched in absence of Pc
Cpr100A	62.7365025117881	4.22879499442421	0.7152430929318	5.91238843997818	3.37182213688743e-09	1.65219284707484e-07	enriched in absence of Pc
Cpr11A	39.5949349303975	3.22191305873858	0.83942012985716	3.83826041828046	0.000123909031603712	0.00133009682306597	enriched in absence of Pc
Cpr47Eb	22.5098241367749	3.43280680387887	0.822687994293451	4.1726715689185	3.01048747480273e-05	0.000422913610829284	enriched in absence of Pc
Cpr49Ah	182.944529003514	4.78151323666819	0.850045572375799	5.62500810786451	1.85499261801441e-08	7.25075549659756e-07	enriched in absence of Pc
Cpr64Aa	105.626014248757	6.82241605940237	1.44592321072269	4.71838062271125	2.37729401480619e-06	4.9283133614636e-05	enriched in absence of Pc
Cpr65Ec	118.59142030439	1.5686289843782	0.361622245761131	4.33775577350503	1.4394497578744e-05	0.000225059617868576	enriched in absence of Pc
Cpr66Cb	69.5624385999834	-4.47335742525371	0.669254480236312	-6.68409036824705	2.32363392372981e-11	1.95051926335385e-09	depleted in absence of Pc
Cpr92A	85.8098575055258	-3.28998018401582	0.353759315632349	-9.30005243292306	1.40376442206949e-20	7.56629023495455e-18	depleted in absence of Pc
Cpr97Ea	335.740580902187	-2.23208408176568	0.274785032453635	-8.12301915368082	4.5472752339479e-16	1.01236186241001e-13	depleted in absence of Pc
Cpr97Eb	16.5088310445825	-1.93135537983179	0.692935763018157	-2.78720695756785	0.00531645138585773	0.0262027108772384	depleted in absence of Pc
Cralbp	605.060574621011	-1.03904607570724	0.145078597000005	-7.16195288066653	7.95357627430585e-13	1.05782564448268e-10	depleted in absence of Pc
Cyp18a1	188.215191378864	1.72921997634804	0.497436722550405	3.47626119656419	0.000508456821777335	0.00413590652249538	enriched in absence of Pc
Cyp49a1	37.3914012898295	3.33559796133647	1.03165086324292	3.23326241481662	0.00122385087054202	0.00835936014152734	enriched in absence of Pc
Cyp4e1	42.9813506567729	1.70619123268499	0.438144051202905	3.89413305510076	9.85505483269152e-05	0.00110301220264037	enriched in absence of Pc
Cyp4e2	458.798070628967	-1.2945019019589	0.22038992006379	-5.87368923943623	4.26201991363425e-09	1.99302949477299e-07	depleted in absence of Pc
Cyp9c1	1298.37395372515	1.15023533232883	0.181247509666671	6.34621316697928	2.20679407572686e-10	1.41248613309493e-08	enriched in absence of Pc
Cyt-c1L	2.19781044328173	4.30010683204298	1.6406365917608	2.62099897907795	0.0087672524510624	0.0382228319929034	enriched in absence of Pc
D2hgdh	310.286867711683	1.14282387491568	0.295394255051272	3.86880873738496	0.000109368389133524	0.00120954824310628	enriched in absence of Pc
DCX-EMAP	52.4944697288139	1.08967349741334	0.314526097045322	3.46449311408433	0.000531231739755354	0.00430230274412376	enriched in absence of Pc
DIP-delta	146.654215002205	-1.21007133217084	0.206011068508918	-5.8738170765735	4.25873287109516e-09	1.99302949477299e-07	depleted in absence of Pc
DIP-theta	32.7224961345046	-1.9949801052504	0.490259969280667	-4.06922904225188	4.71689601075766e-05	0.000609151728198855	depleted in absence of Pc
Dfd	439.418604282643	-1.10007488741957	0.249064169118217	-4.41683318525604	1.00157465540273e-05	0.000164905563440182	depleted in absence of Pc
Dh31-R	132.062155745109	1.76071076762185	0.277759482594721	6.33897626527087	2.31296863098558e-10	1.46216739197057e-08	enriched in absence of Pc
Dh44	16.8287993036133	-3.11018960174756	1.00007704284072	-3.10995000236489	0.0018711901429636	0.0117347570447583	depleted in absence of Pc
Dh44-R2	25.3037820500713	-1.13809510482377	0.415784664073639	-2.73722242103236	0.006196038502747	0.0293495052297095	depleted in absence of Pc
Dhit	106.246350775861	-1.25026307568887	0.328928016777357	-3.80102336048539	0.000144099714390181	0.00150584201537739	depleted in absence of Pc
Dr	571.339551147422	3.2544067945889	0.471538392393307	6.90167936924724	5.13913269692051e-12	5.31232715536737e-10	enriched in absence of Pc
Drep3	13.7539188044572	-2.75633390510265	0.863526145481555	-3.19195188185709	0.00141314872256636	0.00936096770232991	depleted in absence of Pc
Drgx	113.100553168285	-1.08597316908255	0.292073731292802	-3.71814734682138	0.000200689206711194	0.00198575668205734	depleted in absence of Pc
Dscam4	692.517667276869	1.06788785691204	0.185343667877922	5.76166355796638	8.32888971730571e-09	3.52463469400528e-07	enriched in absence of Pc
E(spl)m5-HLH	123.89647242825	-1.16771369938791	0.280764668030585	-4.15904788725304	3.19576901837515e-05	0.000445277149893604	depleted in absence of Pc
E(spl)mgamma-HLH	1842.94513046963	-1.2666707496868	0.13713203625563	-9.23686969342141	2.53813879809522e-20	1.14688370652139e-17	depleted in absence of Pc
E23	378.512323861695	-1.07971410518174	0.410963967824807	-2.62727195013364	0.00860725142889446	0.0377992867817785	depleted in absence of Pc
ETHR	6.06513066683694	-3.3727036956083	1.28197800724179	-2.6308592476284	0.00851693013307297	0.0374986592832332	depleted in absence of Pc
Eaat1	51.0771159526143	-2.52662897937604	0.585594020653092	-4.31464272220229	1.59861228958119e-05	0.000246186292595503	depleted in absence of Pc
EbpIII	107.595769112764	2.09718825653873	0.78197731853027	2.68190420213262	0.00732044194593685	0.0334839512128978	enriched in absence of Pc
Ect3	131.317728580651	-1.09945324684739	0.313535321081812	-3.50663281908359	0.000453814890484188	0.00377593760581701	depleted in absence of Pc
Eglp2	19.457373865896	3.79081904372013	0.947107034092421	4.00252443204873	6.26701937728266e-05	0.000771400786571534	enriched in absence of Pc
Eig71Ee	624.893611280065	-6.49815013011958	1.24546027834068	-5.21746878895007	1.81384775497928e-07	5.35320312932069e-06	depleted in absence of Pc
Eip93F	132.134159199555	-1.10284797916272	0.421768638371188	-2.6148174113224	0.00892751661975666	0.0388058988552326	depleted in absence of Pc
Elk	32.9725119162266	-2.93313985852455	0.62986009176111	-4.65681172198638	3.21143883349714e-06	6.34910136946799e-05	depleted in absence of Pc
Esyt2	464.683720601887	1.09296609649804	0.424716502002179	2.573401531011	0.0100704298529672	0.0426162281505111	enriched in absence of Pc
Ets21C	83.5309362182171	3.80720317032552	0.664723237660175	5.72750124356548	1.01920690813844e-08	4.26028487601869e-07	enriched in absence of Pc
Ets65A	26.0080041652489	-2.03783659725668	0.71870859776653	-2.83541424659382	0.00457662998524591	0.0234178653617644	depleted in absence of Pc
Fst	20.2258415647815	-7.98475274386038	2.38085061445827	-3.35373949771192	0.00079727383896257	0.00592087120001137	depleted in absence of Pc
FucTA	34.3863695513269	-2.86574128831689	0.563389919359272	-5.08660377093012	3.64532303037535e-07	9.98175218023367e-06	depleted in absence of Pc
GABA-B-R1	35.5179511331859	-1.15755113326238	0.415338216882982	-2.78700848178513	0.00531970866109526	0.0262044908120618	depleted in absence of Pc
GC	17.2255050203649	-1.46597231887827	0.558206036686412	-2.62622082623916	0.0086338784324321	0.0378022868860783	depleted in absence of Pc
GILT3	45.9122575053243	-1.6926512603956	0.444058228305726	-3.81177771855235	0.000137970923611868	0.00145216878592923	depleted in absence of Pc
GNBP2	261.216078460027	1.28583195252059	0.217517752666269	5.91138854994245	3.39235759672141e-09	1.65433972133447e-07	enriched in absence of Pc
Gad1	14.6529831927266	-2.15283796618308	0.832887247236237	-2.58478920565398	0.00974385486213652	0.0415152397838583	depleted in absence of Pc
Gat	61.3843061727476	-1.77887291252924	0.531472620455379	-3.34706407077952	0.000816723312763674	0.00604339844365086	depleted in absence of Pc
Gbeta76C	6.81410993047915	3.66485243722513	1.38378970005914	2.64841719595723	0.00808696576002213	0.0361337767663118	enriched in absence of Pc
Ggamma30A	205.277967590555	-1.04186077142283	0.335580663692906	-3.1046507863643	0.00190503797897056	0.0119105579625382	depleted in absence of Pc
GlcAT-P	388.295468673247	-1.56909018960241	0.233316594794391	-6.72515468085396	1.75406005870421e-11	1.54856285010257e-09	depleted in absence of Pc
Glt	3144.99385229442	-1.12205859231824	0.298975576973099	-3.75301087693595	0.000174723270733385	0.00176463611004003	depleted in absence of Pc
GluRIA	11.7504810846943	-2.62072016465615	0.899473137242599	-2.91361693434243	0.0035726800579114	0.0194719619335129	depleted in absence of Pc
Gs1	741.090194646162	-1.84370338643844	0.497086759573936	-3.7090172911037	0.000208065220299008	0.00204294910937885	depleted in absence of Pc
Gs2	1117.62061222511	-2.06385637971968	0.586550556603899	-3.5186334007921	0.000433775669451212	0.00363824457891061	depleted in absence of Pc
