Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	res_WT_vs_PcKD_change
Brd	1339.55605498	-1.05589485056811	0.134413058262687	-7.85559724788458	3.97871645744413e-15	7.77044668935772e-13	depleted in absence of Pc
C15	140.835471030362	-1.03011549649656	0.297342377760429	-3.46440861963688	0.000531398647268696	0.00430230274412376	depleted in absence of Pc
CCHa2	17.9587533883914	-3.37666763529771	1.19403407562441	-2.82794913832916	0.00468472488612281	0.0237741662828462	depleted in absence of Pc
CCKLR-17D3	168.628735481572	2.0640273716695	0.288820328937172	7.14640613860145	8.9079249130345e-13	1.14032573792983e-10	enriched in absence of Pc
CG10089	159.28371095184	1.31893460312588	0.234926783162032	5.61423685019428	1.9743163303859e-08	7.65870209828862e-07	enriched in absence of Pc
CG10131	358.243686579623	-1.62929781366397	0.327585537491029	-4.97365612091039	6.57018144757516e-07	1.63711017529482e-05	depleted in absence of Pc
CG10132	112.312195375756	-1.17005289790748	0.315350752375627	-3.71032220184393	0.000206995631089978	0.00203439756045342	depleted in absence of Pc
CG10178	47.6796488376321	-1.60378531893083	0.62554066203935	-2.56383863792686	0.0103521660021768	0.0435028855265869	depleted in absence of Pc
CG10208	155.948854398932	-1.74510007794421	0.308197798201131	-5.6622730211893	1.49380898636101e-08	6.02287316115084e-07	depleted in absence of Pc
CG10467	836.69948054598	-1.83328052706711	0.306992888045591	-5.97173614912816	2.3474196093118e-09	1.20199621094811e-07	depleted in absence of Pc
CG10621	57.0885940673188	-2.39279328796312	0.667529449571649	-3.58455089808932	0.000337658714815688	0.00297843488236646	depleted in absence of Pc
CG10660	30.0045782573491	-1.59365795367207	0.513500056126022	-3.10352050532388	0.0019123298257742	0.0119342899120985	depleted in absence of Pc
CG10764	48.553798318525	-1.70528976224902	0.544812053165936	-3.13005145965381	0.00174775683340996	0.0111034601308632	depleted in absence of Pc
CG10859	4.54078320692373	-4.38210392685926	1.526714152683	-2.87028447280605	0.00410102665515314	0.0216264747556247	depleted in absence of Pc
