geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	res_wt_v_ScmKD_change
CG1136	212.669018592516	2.5965755866701	0.374321105071875	6.93675978054062	4.01195158488801e-12	1.44670409087458e-10	enriched in ScmKD
CG11360	2114.80459615015	-1.92986745942272	0.137001643668031	-14.0864547880826	4.60085550361079e-45	3.92644676770651e-42	depleted in ScmKD
CG11374	9.24591065861211	-3.23838279169558	0.968795060870748	-3.34269126928139	0.000829701533292574	0.00523535021715912	depleted in ScmKD
CG11425	12.6594628136043	-1.97021848344009	0.742035489817536	-2.65515397912377	0.00792722145111184	0.0314539615966046	depleted in ScmKD
CG11619	34.73782775213	-1.56743265898502	0.452830188446485	-3.46141379037114	0.000537346190611206	0.00368584215542489	depleted in ScmKD
CG11700	27.2637469626671	-1.46737939833606	0.445805500071313	-3.29152376563621	0.000996461968575711	0.00605983789797141	depleted in ScmKD
CG11880	538.649343544936	-1.91910718372635	0.217255325584978	-8.83341836872811	1.01524431562026e-18	7.93673056203596e-17	depleted in ScmKD
CG12009	66.2287815040277	-3.70142224048185	1.02985710247575	-3.59411245655707	0.000325499236409731	0.00243618529481726	depleted in ScmKD
CG12011	4.12549696695785	3.9529990130554	1.43803772897523	2.74888407543547	0.00597985309859372	0.0251911458587817	enriched in ScmKD
CG12105	8.66434933193183	-2.10707029934144	0.820598145111728	-2.56772491126525	0.010236835715474	0.0380113975932447	depleted in ScmKD
CG12116	50.2236677799694	-4.43937317247	1.10623123677179	-4.013060764244	5.99364764596804e-05	0.000594776604092623	depleted in ScmKD
CG12224	34.6734976942916	-3.36373531942481	0.55457383290138	-6.06544182192416	1.31591398796972e-09	3.3192795937926e-08	depleted in ScmKD
CG12239	20.2885652803169	-3.41178975451432	1.37662788493564	-2.47836745997182	0.0131985137648492	0.0464328338941327	depleted in ScmKD
CG12344	24.8151272315874	-1.32283734481321	0.393842857034016	-3.35879481165493	0.000782831700642921	0.0050168832580001	depleted in ScmKD
CG12402	25.6150285870415	-1.65855375517066	0.60144217652142	-2.75762794814838	0.00582224229127178	0.0246386707871547	depleted in ScmKD
CG12541	72.7148287591471	-1.13174973789804	0.39535528005654	-2.8626144508205	0.00420161484350469	0.0190476926128072	depleted in ScmKD
CG12594	13.2829821911217	-2.25979875591465	0.728783524829459	-3.10078189053938	0.00193010402338422	0.010311004331496	depleted in ScmKD
CG12769	24.2674733733577	-1.36288913075635	0.443577783494881	-3.07249186381328	0.00212279620125158	0.0111771495614486	depleted in ScmKD
CG12851	69.5338369230025	-1.07905453671414	0.273502091703526	-3.9453246225401	7.96919415565196e-05	0.000762733806990951	depleted in ScmKD
CG12896	6.27122139436495	-2.97026913122387	1.02992181114077	-2.88397536501719	0.00392689471475815	0.0180905662500397	depleted in ScmKD
CG12926	26.9089256109444	-2.36298599356766	0.827216554344635	-2.85655065914359	0.0042827165515234	0.0193176730622284	depleted in ScmKD
CG13032	5.31573446967305	-7.00434324571642	2.42125365001023	-2.89285810500971	0.0038175371945591	0.0177062492796557	depleted in ScmKD
CG13041	246.495759690565	-1.81005126003342	0.313729891706026	-5.76945744694767	7.95271560670374e-09	1.77051653322289e-07	depleted in ScmKD
CG13060	95.8834357149835	-1.97236325775615	0.291316164784665	-6.77052459211827	1.28316270020686e-11	4.38028973760614e-10	depleted in ScmKD
CG13064	95.7477261225962	-1.28703864394414	0.383770981170614	-3.35366327078274	0.000797493486079152	0.00508222202298481	depleted in ScmKD
CG13073	2.51189694230125	4.51796371247551	1.58948289810647	2.84241102427569	0.00447737267595765	0.020040547890945	enriched in ScmKD
CG13375	5.2300467092078	-2.49781386857438	0.948778571887964	-2.63266260704434	0.00847184587197754	0.0332541868819172	depleted in ScmKD
CG13458	2.26108289615138	-4.88556908453976	1.61232378862352	-3.03014141390961	0.00244439258079693	0.0125227735967691	depleted in ScmKD
CG13516	258.084799738725	-1.19799345180764	0.195180221494217	-6.13788345272034	8.36281775105098e-10	2.19599016893623e-08	depleted in ScmKD
CG13562	103.161823487031	-1.04302347021259	0.222438200016491	-4.6890483295372	2.74478562912517e-06	3.95906332786914e-05	depleted in ScmKD
CG13579	3.38427989892315	-4.61706632242215	1.8702430330343	-2.468698581345	0.0135605388119038	0.0473486116511105	depleted in ScmKD
CG1358	14.4194565437286	-2.11401086254603	0.84097621116194	-2.51375821870775	0.0119452295755962	0.0428930911934365	depleted in ScmKD
CG13641	36.6326211307118	-3.58208123641462	1.22641890787395	-2.92076484912021	0.00349173268395336	0.0165550159335029	depleted in ScmKD
CG13685	28.2386180061301	-2.02424984979427	0.616886581765779	-3.28139711517156	0.00103294200993149	0.00620795723222325	depleted in ScmKD
CG13699	13.4019650758209	-3.89189117146947	0.97768968585941	-3.98070188093313	6.87120803223022e-05	0.000669183459109895	depleted in ScmKD
CG13731	188.886634721679	1.58810393748187	0.502849920509794	3.15820659943991	0.00158743012998416	0.00884742483645036	enriched in ScmKD
CG13795	17.5960954577756	-3.35231308497439	1.20420740854334	-2.78383363296983	0.0053720581170803	0.0231448242225576	depleted in ScmKD
CG13796	45.4484229901621	-2.07584098290951	0.616314399341171	-3.36815265898143	0.000756736822679809	0.00488019005104781	depleted in ScmKD
CG13840	107.213710312229	2.55279264503481	0.435909048437565	5.85625064261645	4.73433550144869e-09	1.08953550270418e-07	enriched in ScmKD
CG13857	4.25437667283048	-3.66436571167644	1.49364672359999	-2.45330147603081	0.0141551649256666	0.048809105725169	depleted in ScmKD
CG13868	233.835693946435	-1.44824386932151	0.282917775391452	-5.11895679696226	3.07230324224514e-07	5.37836880407394e-06	depleted in ScmKD
CG13920	67.3414465334625	-1.72097819507706	0.503327037151221	-3.41920474770762	0.000628044493131814	0.00417649587932656	depleted in ScmKD
CG14118	33.3179842656603	2.42582536553129	0.626267392729439	3.87346586089834	0.000107298443057916	0.000972427748102755	enriched in ScmKD
CG14285	32.8425273349253	-1.6686431671855	0.412292629965439	-4.04723016107607	5.18272745572309e-05	0.000524469484921543	depleted in ScmKD
CG14300	62.5276613162286	4.05358444168073	1.41439569900146	2.86594794126035	0.00415762609822689	0.0189405021672338	enriched in ScmKD
CG14395	18.6434549488259	-2.65456500818111	0.743533469666881	-3.5702024407461	0.000356705448810778	0.00261116547624816	depleted in ScmKD
CG14401	40.6858261766335	-1.2415063462617	0.380903846185814	-3.25936941486295	0.00111660170713219	0.00661754518677129	depleted in ScmKD
CG14526	75.6374955336719	-2.40254779751996	0.718882232027468	-3.34206034101586	0.000831589806900981	0.00524403399782817	depleted in ScmKD
CG14591	52.5652919636881	-1.19793914556051	0.413676907750977	-2.89583276976542	0.00378153858780983	0.0176184158519522	depleted in ScmKD
CG14598	479.639718683545	1.04092677418682	0.185120257469182	5.62297605036612	1.87695431816393e-08	3.98794381168398e-07	enriched in ScmKD
CG14629	547.351763551346	-1.36845572264698	0.352125133060528	-3.88627676403817	0.000101793447624958	0.000929114703321918	depleted in ScmKD
CG14642	32.109998599827	-1.88507197565904	0.504486796960585	-3.73661310269399	0.000186515573620109	0.00152199680433748	depleted in ScmKD
CG14669	37.9251281039525	-1.39428645269548	0.446988013481601	-3.11929271175607	0.00181285767989323	0.00983079227717146	depleted in ScmKD
CG1468	16.4187742153176	-3.98720425037191	1.53751556737793	-2.59327732022359	0.00950660797242048	0.0360315219265574	depleted in ScmKD
CG14688	33.3892311869391	-1.78100360415694	0.510878918059446	-3.48615599743675	0.000490015164440474	0.00341435419351195	depleted in ScmKD
CG14853	15.870446006802	-1.75564301658533	0.649589594451023	-2.70269571985531	0.00687796780227771	0.0281433356313996	depleted in ScmKD
CG14960	4.88803769457821	4.63058810075541	1.64197850190296	2.82012711822282	0.00480046287041201	0.0211356578916119	enriched in ScmKD
CG14989	64.7596842135533	-3.6628494759209	0.841653681444731	-4.35196750952658	1.34921259749564e-05	0.000162747776336312	depleted in ScmKD
CG15213	11.77691092852	6.14494564246447	1.79587825674742	3.42169388118425	0.000622323373187455	0.00414383203173779	enriched in ScmKD
CG15269	27.8365285772078	3.92553148986056	1.31594494162478	2.98305146795409	0.00285389998369854	0.0141260462702063	enriched in ScmKD
CG15282	401.499854643208	-1.35182662796765	0.327129255262808	-4.13239294933014	3.59005984271469e-05	0.000384579527711727	depleted in ScmKD
CG15312	38.3651193411961	-1.60319451405629	0.450745802408958	-3.55675972019751	0.000375457272992254	0.0027328059223267	depleted in ScmKD
CG15369	50.6876873540402	-3.4132283468319	1.15982239229293	-2.94288881600575	0.00325165176374745	0.0156502663543195	depleted in ScmKD
CG15385	43.9316272633041	-1.40295292408737	0.364550415212384	-3.84844692405582	0.000118869043978862	0.0010546903920271	depleted in ScmKD
CG1544	313.527652149054	-1.7549558121335	0.205953780479535	-8.52111482511913	1.58024767700295e-17	1.11609079035774e-15	depleted in ScmKD
CG15478	10.3381817625542	-4.31691957353672	1.44325364859959	-2.99110248411669	0.00277972186518385	0.0138661137951037	depleted in ScmKD
CG15522	275.683600848366	2.42914545499182	0.273867793674782	8.86977407017209	7.3294454317688e-19	5.8641289583394e-17	enriched in ScmKD
CG15611	594.477338074263	1.09816290535895	0.20864116875337	5.26340468623939	1.41411834705931e-07	2.61407689390512e-06	enriched in ScmKD
CG15756	359.293414366075	-3.4520653558205	0.688205451761834	-5.01603895607492	5.27476380617969e-07	8.76929482777373e-06	depleted in ScmKD
CG15820	15.2699615536104	-2.75588741931626	1.05107474779207	-2.62197091606033	0.00874228911520408	0.0339385075166054	depleted in ScmKD
CG15864	31.9627131641952	-3.06786575948618	0.395416631066729	-7.75856531681507	8.58955031319665e-15	4.2910041345096e-13	depleted in ScmKD
CG15879	91.1230587275043	-1.30907975655749	0.336581966570727	-3.88933420852899	0.000100519611258851	0.000919947577213491	depleted in ScmKD
CG16710	7.43740846884893	-2.27458113043989	0.756807247017178	-3.0054959692904	0.00265148110279147	0.0133565263028468	depleted in ScmKD
CG16743	25.4512480091121	-3.22087704966199	1.07845031474446	-2.98657898804099	0.00282117947189695	0.0140387264196777	depleted in ScmKD
CG16799	22.9366548118134	-1.83392157117534	0.60496404405117	-3.03145548765907	0.00243377801770229	0.0124839550541248	depleted in ScmKD
CG16886	48.7856375436178	-2.38273259390236	0.498887491805055	-4.7760920709422	1.78734582850669e-06	2.69446786658892e-05	depleted in ScmKD
CG16894	6.08052282871849	-5.26810361742081	1.46581340818677	-3.59397968936409	0.000325665234704114	0.00243618529481726	depleted in ScmKD
CG16926	84.29960916986	-4.83966693508786	1.23946022957347	-3.90465689790894	9.43591587825006e-05	0.000872928767020405	depleted in ScmKD
CG16959	106.221168002732	-1.01027182553329	0.317807296384602	-3.17888178473625	0.00147844374375411	0.00835581809038955	depleted in ScmKD
CG17104	286.030500864131	1.42774942185149	0.266349350953681	5.36043890003615	8.30200029722391e-08	1.59214953265674e-06	enriched in ScmKD
CG17122	3.92122921878128	-5.49509425845535	1.51369074149984	-3.63026218487043	0.000283133470929473	0.00216385811626025	depleted in ScmKD
CG17167	16.5300742167519	-3.03314832888203	0.972915171130975	-3.11758765705762	0.00182337714733636	0.00986434514837382	depleted in ScmKD
CG17258	7.41850462074844	-3.28173933578055	1.13887776569778	-2.88155536496039	0.00395717706973927	0.0181973284109564	depleted in ScmKD
CG17646	240.523769167731	-1.24775119701409	0.388068183029056	-3.21528857963773	0.00130313446724299	0.00752277343801321	depleted in ScmKD
CG1773	13.742938837917	-3.95317997996567	1.35139283990163	-2.9252633751215	0.00344164804639869	0.0163782145182012	depleted in ScmKD
CG17760	30.8293645438137	-2.11921118325811	0.508203041167857	-4.17000885785362	3.04587800126911e-05	0.00033078299693528	depleted in ScmKD
CG17855	37.8372833825382	-1.73225677980691	0.398380411629235	-4.34824787876139	1.37229453478805e-05	0.000165142988610627	depleted in ScmKD
CG17883	1139.0240596968	-1.30016592314998	0.0873698417306227	-14.8811752132805	4.36759537828435e-50	7.45475737816834e-47	depleted in ScmKD
CG17977	254.752474976678	-1.15787397528135	0.137741478609585	-8.40613870977265	4.2372996842481e-17	2.91236148096542e-15	depleted in ScmKD
CG18011	397.88737164079	-1.13550945540252	0.136980891816516	-8.2895463764648	1.13681185201457e-16	7.55979881589687e-15	depleted in ScmKD
CG18155	31.3944321788132	-1.52172217240641	0.428487415573964	-3.55138124737701	0.000383214880033384	0.00277939347480303	depleted in ScmKD
CG18171	47.1504237022886	-1.21442365619826	0.358509434283397	-3.38742454191114	0.00070552121706717	0.00460793544896995	depleted in ScmKD
CG18208	21.7898503306217	-1.32793661526258	0.5059783374558	-2.62449302066926	0.00867780710840958	0.0337655685939999	depleted in ScmKD
CG18249	37.3224101977064	-1.42026964469048	0.427868200307108	-3.31940920982456	0.000902081326829872	0.00558875672599197	depleted in ScmKD
CG18278	74.8952832039165	1.49393864722859	0.228069189487511	6.55037469368652	5.73928971385053e-11	1.77036343251636e-09	enriched in ScmKD
CG18336	34.1487637161664	-1.08810696588039	0.350638439231366	-3.10321643076448	0.00191429588999893	0.0102479373808045	depleted in ScmKD
CG18428	145.715874045954	-1.47308653512058	0.202875072196042	-7.26105242588459	3.84090031740192e-13	1.57338640602052e-11	depleted in ScmKD
CG18467	4.83508795488038	-2.96839663498563	0.995319082758928	-2.98235680035142	0.00286038426049297	0.0141444689578506	depleted in ScmKD
CG1850	121.769483877431	1.21735530935699	0.228565383269467	5.32607034338964	1.00360277620479e-07	1.89979593920762e-06	enriched in ScmKD
CG18563	17.1011999475561	-4.08559792749333	1.46528583844142	-2.78826002429605	0.00529919914859001	0.0229176936151648	depleted in ScmKD
CG18765	33.7656177147069	-1.33446788870351	0.361778101710966	-3.68863643872413	0.000225459113104075	0.00179125428805185	depleted in ScmKD
CG1909	26.2206756485728	-2.23415147020688	0.542588784372069	-4.11757768416175	3.82875487558669e-05	0.000405627051958803	depleted in ScmKD
CG1965	1005.46908688873	-1.24270667941779	0.0946215378967589	-13.1334441083985	2.11800038902128e-39	1.14160220968247e-36	depleted in ScmKD
CG2233	271.203343482542	-4.50674779048173	1.51098124099615	-2.98266296642474	0.00285752474056343	0.0141371550087488	depleted in ScmKD
CG2278	126.13793526384	-1.1253734345722	0.192046813798752	-5.85989120210808	4.6317052442537e-09	1.06831741906311e-07	depleted in ScmKD
CG2444	168.920748595773	-2.86194184242921	0.621566324186649	-4.60440299138504	4.1365077781501e-06	5.74789364396678e-05	depleted in ScmKD
CG2736	72.3381781424756	-3.93456184924133	1.35513027618827	-2.90345652988326	0.0036906820258759	0.0172980661908444	depleted in ScmKD
CG2861	12.7796379899217	-2.60536527930261	0.723184517113507	-3.60262867587593	0.00031501537394121	0.0023686288139001	depleted in ScmKD
CG2993	14.0209059306722	-2.46171238380059	0.97160973612593	-2.53364318230908	0.011288361226724	0.0410963765811875	depleted in ScmKD
CG30046	137.709110844278	-1.20895817532884	0.376340579134284	-3.21240451430955	0.00131628895818516	0.00758161710954682	depleted in ScmKD
CG30090	18.8605646970736	-3.0318203962123	0.977871425793633	-3.10042845740349	0.0019324088991756	0.010317935107642	depleted in ScmKD
CG30091	9.92245933758684	-5.32968854537256	1.47397730666961	-3.61585522467423	0.000299357656175943	0.00227258840392723	depleted in ScmKD
CG30108	70.2060933521829	-1.01065868847933	0.303488749656766	-3.33013559686262	0.000868037008989871	0.00542708608612043	depleted in ScmKD
CG30116	19.4519586472986	-1.65597118568757	0.558101020681544	-2.96715312160749	0.00300571228195223	0.0146788266473404	depleted in ScmKD
CG30148	30.4443475179105	-2.05188367447154	0.797506290341012	-2.57287459587831	0.010085774495903	0.0375594242227427	depleted in ScmKD
CG30156	30.8451842638842	-1.28483196878905	0.419263385569368	-3.0644983869608	0.0021803535016179	0.0114390369928632	depleted in ScmKD
CG30158	4.31992733095011	-6.80442645899252	2.53939198880367	-2.67954947050067	0.00737213089122098	0.0296457622630263	depleted in ScmKD
CG30172	14.663053901523	-3.25071811939496	0.864843467045431	-3.75873582129308	0.000170774033922801	0.00141496511440405	depleted in ScmKD
CG30187	65.7291374819686	-2.15807270577494	0.355259570668087	-6.07463636156671	1.24268998707314e-09	3.15009607861782e-08	depleted in ScmKD
CG3036	1588.17033696791	1.04229186718746	0.164689934358517	6.32881342291675	2.47053616114009e-10	6.89523605746573e-09	enriched in ScmKD
CG30456	94.4753264907871	-1.01550556153025	0.317081520969075	-3.20266396612022	0.00136162761827451	0.00781200472759062	depleted in ScmKD
CG30486	3.59149346774505	-4.68185030246271	1.62237770772268	-2.88579550876262	0.00390425742752915	0.0180268261115086	depleted in ScmKD
CG30495	28.8385362997124	-2.09277497687757	0.508683616310379	-4.11409943189647	3.88693876922049e-05	0.00041059171598199	depleted in ScmKD
CG3078	15.097835951558	-3.36713463021551	0.733164124662644	-4.59260691699127	4.37743114344614e-06	6.02543983064945e-05	depleted in ScmKD
CG31051	21.7427618517058	-1.47935594076847	0.597291471859464	-2.47677392105231	0.0132575849642152	0.0465020032201066	depleted in ScmKD
CG31100	34.0620985019233	-2.49893789147478	0.684015729356789	-3.65333395742909	0.000258857204294595	0.00200374650731742	depleted in ScmKD
CG31140	219.460797033669	-1.20289070917463	0.259265665300236	-4.6396066667048	3.49072927085157e-06	4.89706280312205e-05	depleted in ScmKD
CG31174	19.3829683396146	-1.9699292022646	0.569339203071248	-3.46002732929333	0.000540120566792231	0.00369289223090458	depleted in ScmKD
CG31211	1643.6134030061	-1.76951180746906	0.127125960867664	-13.9193583701687	4.83222533675378e-44	3.53477283383539e-41	depleted in ScmKD
CG31221	372.587456142177	-1.1761131595085	0.214539827493733	-5.48202715201149	4.20479677994964e-08	8.54391345703657e-07	depleted in ScmKD
CG31324	97.5450392971635	-1.0895419147976	0.259433128937352	-4.19970232506696	2.67266117243943e-05	0.00029494313649733	depleted in ScmKD
CG31431	59.2810116175931	-4.23900607247714	0.933048588618145	-4.54317826979959	5.54123515195931e-06	7.40832757065474e-05	depleted in ScmKD
CG31469	12.513722552607	-1.74446395809476	0.593884762200842	-2.93737787046439	0.00331000517242709	0.0158771723516749	depleted in ScmKD
CG31538	13.7231863915215	-2.20266603646164	0.7122934186617	-3.09235769803986	0.00198573413904078	0.010564105619697	depleted in ScmKD
CG31627	2.44817612376565	-4.30708100306349	1.5756878792189	-2.73346076965357	0.00626725888064746	0.0261680163643566	depleted in ScmKD
CG31642	15.301685181778	-1.81121958316509	0.70115331412501	-2.58320048793517	0.00978884201980746	0.03676110418953	depleted in ScmKD
CG31663	34.7399253489493	-1.28366377298088	0.427031639967139	-3.00601560362052	0.00264695414490012	0.0133402841525207	depleted in ScmKD
CG31683	11.323609432452	4.81663044016391	1.19033446988694	4.04645128072399	5.199994103287e-05	0.000525697330817001	enriched in ScmKD
CG31712	1040.61498042544	-1.65222407573241	0.123360503338486	-13.3934608810642	6.60307009343239e-41	4.50813605512274e-38	depleted in ScmKD
CG31775	9.33647925961531	-5.33357222819648	1.55705041229715	-3.42543323329379	0.000613819779840492	0.00409959392482389	depleted in ScmKD
CG31778	55.3875872936068	-3.5456749601653	0.805415479204636	-4.40229304217834	1.0711274755393e-05	0.000132480875326062	depleted in ScmKD
CG31886	7.09434090458961	-3.00541138215943	1.030538188918	-2.91635129535076	0.00354151499027233	0.016752265596018	depleted in ScmKD
CG31974	3.64299598452182	-4.17575885403435	1.53740982737669	-2.71610001424247	0.00660559597981722	0.0272993980747813	depleted in ScmKD
CG32017	142.685364684043	-1.13238993270068	0.255090654990377	-4.43916666701646	9.03078641094466e-06	0.00011361705606202	depleted in ScmKD
CG32055	13.0713432238432	-2.10551744540584	0.812553077191496	-2.59123681210258	0.00956316590260487	0.0362169014356641	depleted in ScmKD
CG32073	48.2720486115911	4.48213702521298	1.6011033562558	2.79940517749867	0.00511968508374356	0.0222824882884053	enriched in ScmKD
CG32115	10.5682555614857	-4.34927766461325	1.42525634924534	-3.05157571612725	0.00227643626419584	0.0118160079987986	depleted in ScmKD
CG32335	19.0675332588022	-2.32742064834006	0.684544471388757	-3.39995536538094	0.000673968538967126	0.00442273617300362	depleted in ScmKD
CG32365	121.629571238989	1.27227147279571	0.254177157548815	5.00545165059281	5.57312008190537e-07	9.22040755392454e-06	enriched in ScmKD
CG32373	284.674884143357	-1.98320201008009	0.463035802018664	-4.2830424805902	1.8435495695378e-05	0.000213814169214457	depleted in ScmKD
CG32454	8.8515896872135	-2.17740916941999	0.755587919992093	-2.88174163695308	0.00395483866830488	0.0181947451941196	depleted in ScmKD
CG3246	23.9072355308716	-2.64620016574308	0.802066223912999	-3.29922902479697	0.000969507782115429	0.00593570135754642	depleted in ScmKD
CG32564	12.8472117095594	6.86136471158624	2.1267554572752	3.22621234524867	0.00125440253510385	0.00728695532151796	enriched in ScmKD
CG32581	86.3544771324021	6.86116225447572	0.865808830631736	7.92456950279599	2.28938073552554e-15	1.24050519113847e-13	enriched in ScmKD
CG32695	4.09776728216066	-6.53517907047071	2.41530043294997	-2.70574168799733	0.00681520354480866	0.0280074235563345	depleted in ScmKD
CG32698	107.558101704924	-1.56159122615873	0.465579194593899	-3.354082923574	0.000796284956945123	0.0050795064965827	depleted in ScmKD
CG32706	15.4511968175933	-1.49760854235051	0.55595635158227	-2.69375201504267	0.00706527101285964	0.028712476366149	depleted in ScmKD
CG32783	4.04942104656701	-4.63458108976107	1.39837995608709	-3.31425022905035	0.000918892342381818	0.00565867497193758	depleted in ScmKD
CG32944	30.9052011711632	-1.58435499845781	0.436526309098288	-3.62946050544018	0.000284014179145652	0.00216735410479182	depleted in ScmKD
CG33099	102.843221830247	-1.53915657038973	0.320130328536172	-4.80790613444118	1.52519344092198e-06	2.31743412885489e-05	depleted in ScmKD
CG33120	12.6315118467902	-22.3809661772936	2.39026703122399	-9.36337483843088	7.72296132676459e-21	7.25604100434828e-19	depleted in ScmKD
CG33267	7.63947025710549	-3.62606176948131	1.24059607492741	-2.92283833776716	0.00346856552933933	0.0164756862643618	depleted in ScmKD
CG33460	79.3663055717725	-2.33346170613558	0.554193213765736	-4.21055626119947	2.54742671904301e-05	0.000282952245441643	depleted in ScmKD
CG33465	194.450885469488	-1.5738139920932	0.394131876369454	-3.99311521460885	6.5210862467859e-05	0.000639678584802053	depleted in ScmKD
CG33494	90.2719534732272	-2.01300990225068	0.368950190198894	-5.45604787780569	4.86848709440003e-08	9.73792506518569e-07	depleted in ScmKD
CG3376	742.1603524451	-1.13347980622208	0.204929789293762	-5.5310641275157	3.18293927056079e-08	6.54702531870267e-07	depleted in ScmKD
CG33914	35.716007987104	-4.10906068836695	1.36599433134681	-3.00810961954402	0.00262878297371336	0.0132617568639402	depleted in ScmKD
CG33926	11.5552039193934	-3.26573481454614	1.09057003227702	-2.99452095499778	0.00274876173831292	0.0137451508603821	depleted in ScmKD
CG3394	72.3941683383274	-2.5809127274355	0.601395340430844	-4.29154094474113	1.77437476080888e-05	0.000208387292722979	depleted in ScmKD
CG33978	5019.12407333824	-1.3060560576169	0.127404011402164	-10.2512946275624	1.16768922930127e-24	1.73308773873541e-22	depleted in ScmKD
CG34057	12.0275699368563	-6.17963155395889	1.38122993678154	-4.47400638329508	7.67674484419255e-06	9.8681032875661e-05	depleted in ScmKD
CG34166	1064.89631006555	-3.93062621625117	1.27665048577913	-3.07885851298786	0.00207795342186292	0.0109748947876731	depleted in ScmKD
CG34247	55.4092178857544	-3.31238813141285	0.68303766399223	-4.84949557840273	1.23775828471986e-06	1.91768269195402e-05	depleted in ScmKD
CG34253	5.79907344439662	-3.83925677238629	1.27897556187058	-3.00182183838692	0.00268369189792546	0.0134856176283879	depleted in ScmKD
CG34282	96.3178290108215	4.02438718149638	1.63698673650279	2.45841159965288	0.0139553128783308	0.0482970810358081	enriched in ScmKD
CG34296	55.8618636477081	-5.98331492775471	0.777651557496669	-7.69408209894872	1.42513529419723e-14	7.03525468560329e-13	depleted in ScmKD
CG34325	131.2863063234	1.14751404743147	0.286707001942671	4.00239282492625	6.27050749567213e-05	0.000618653827198249	enriched in ScmKD
CG34347	1271.28050362173	-1.00004833150935	0.221683573966849	-4.51115215085307	6.44764497181108e-06	8.44377649057766e-05	depleted in ScmKD
CG34351	16.8807494827279	-1.86657964980022	0.672908103471764	-2.77389979429568	0.00553887362122507	0.0237065887872863	depleted in ScmKD
CG34370	29.7671492113095	-2.31792152107868	0.722292295726751	-3.20911843417414	0.00133142636417918	0.00765159225340012	depleted in ScmKD
CG34436	8.40942631315795	-3.08773568034477	1.06168788941229	-2.90832711867329	0.00363368024740915	0.0171070579834559	depleted in ScmKD
CG3588	395.843372463104	1.89866896897165	0.434916372720586	4.36559552148996	1.26776884578543e-05	0.00015419502078015	enriched in ScmKD
CG3822	25.6866919383739	-3.03495193659305	1.03864926938436	-2.92201807294581	0.00347771359809463	0.016511481204491	depleted in ScmKD
CG3829	80.9601085122225	-2.54161987273101	0.442350520659676	-5.74571466297972	9.15335503981449e-09	2.02899370049221e-07	depleted in ScmKD
CG40470	30.7270615398428	-1.71407600408587	0.54543025964361	-3.14261259579889	0.00167447297738597	0.00923521620941938	depleted in ScmKD
CG40498	34.0063128549066	-1.74473133167238	0.448994690463685	-3.88586183473699	0.000101967491056529	0.000929874511050684	depleted in ScmKD
CG42255	14.3526237755477	-3.71820425338906	1.32200584460371	-2.8125475152522	0.00491507611823445	0.0215476432049824	depleted in ScmKD
CG42259	90.611108329346	-1.24533824379057	0.304084022659674	-4.09537545872421	4.2148475812703e-05	0.000436443418400295	depleted in ScmKD
CG42265	61.9065714626928	-1.29591687573708	0.478810535616596	-2.70653375257969	0.00679896705666648	0.0279519155468974	depleted in ScmKD
CG42326	164.038860379479	1.08724579073858	0.387782890593183	2.8037487395987	0.00505122523971985	0.0220381913016347	enriched in ScmKD
CG42370	34.3955454902317	-4.44552043264749	1.75679570820865	-2.53047090898261	0.0113909530487981	0.0413522687602771	depleted in ScmKD
CG4250	123.185093335473	-1.10876021394833	0.434310213998952	-2.5529222620378	0.0106823335458324	0.0393036026410763	depleted in ScmKD
CG42540	13.7779867103633	-1.79630464373518	0.730345760123391	-2.45952635287661	0.0139120483526479	0.0482306320851276	depleted in ScmKD
CG42566	102.517084183624	-2.62994395169254	0.509822051785747	-5.1585527587139	2.48865985345196e-07	4.40179025202099e-06	depleted in ScmKD
CG42586	15.7694433728546	-4.68356206755749	1.31680365895262	-3.55676568462969	0.000375448752302251	0.0027328059223267	depleted in ScmKD
CG4259	148.598553120396	-1.70783801315146	0.41239659751812	-4.14125146383252	3.454160171713e-05	0.000371576200824714	depleted in ScmKD
CG42594	12.8215424914039	-1.62709237442471	0.61445984569447	-2.64800439902749	0.00809684716052062	0.032020697923461	depleted in ScmKD
CG42613	17.2832351750705	-2.51443611583968	0.752571411153009	-3.3411262752957	0.00083439264608666	0.00525847082373753	depleted in ScmKD
CG42675	165.803525836923	1.10806923787294	0.174756477387243	6.34064759395195	2.28801360073718e-10	6.45497170389792e-09	enriched in ScmKD
CG4269	7.7532953817648	-4.95648711081007	1.91389565643742	-2.58973737368536	0.00960491773840413	0.0363084321724808	depleted in ScmKD
CG42694	55.5658531284146	-1.33984412678932	0.407937584486971	-3.28443413340873	0.0010218738072196	0.00616677057144133	depleted in ScmKD
CG42807	303.039371940766	-1.68461637335253	0.513679783581698	-3.27950685854586	0.00103988682509268	0.00624236868451003	depleted in ScmKD
CG42834	403.732233324312	-3.5230074296118	1.43675542343269	-2.4520578604775	0.0142041819845414	0.048895807631492	depleted in ScmKD
CG42847	5.31658519249783	-6.08395401369132	1.93148497218586	-3.14988420893906	0.00163335184397513	0.00905149146869551	depleted in ScmKD
CG42867	7.49685996390871	-3.38391532529844	1.30764426246979	-2.5877950314309	0.00965924380661816	0.0364347387932142	depleted in ScmKD
CG4294	1152.37771128349	-1.33630221791986	0.114046080313391	-11.7172130269431	1.04038560702714e-31	2.87961864907161e-29	depleted in ScmKD
