geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	res_PcKD_v_toySfmbtKD_change
Rcd-1r	14.8034148870274	2.45298444843376	0.738490468959429	3.32161964377163	0.000894966031131461	0.0162212593142577	enriched in toy-SfmbtKD
Rdh	5.38537812846622	4.73351748888891	1.36604500708057	3.4651255737211	0.00052998395056318	0.0107093934798455	enriched in toy-SfmbtKD
RpS5b	590.416590634958	6.55857781156174	0.320960939087825	20.434193114593	8.30541596580628e-93	4.15478433689459e-89	enriched in toy-SfmbtKD
Scr	313.496045990676	-2.14961125124198	0.450428320513589	-4.77237143701566	1.82069328223094e-06	8.55212971301433e-05	depleted in toy-SfmbtKD
Shawl	41.4881802041913	4.63994377312533	0.925866532036776	5.01146073713034	5.40184061050715e-07	2.8296028957133e-05	enriched in toy-SfmbtKD
Sln	102.656893214767	1.05011560638846	0.268307816325202	3.91384649456379	9.08373954388929e-05	0.00256731113380261	enriched in toy-SfmbtKD
SoYb	350.450814633826	3.39910124450102	0.199115359423746	17.0710147842852	2.43922971331306e-65	4.88089865633944e-62	enriched in toy-SfmbtKD
Spn27A	3978.22757455252	-1.05698463994707	0.0717033120925393	-14.7410853013727	3.51096735224427e-49	4.39090354490048e-46	depleted in toy-SfmbtKD
Spn47C	743.631161927584	-1.81424555024361	0.193865464856563	-9.35827096169983	8.10521610005497e-21	3.37886196171042e-18	depleted in toy-SfmbtKD
Tbh	19.4259496136057	2.16702859500756	0.589846512058219	3.67388557990435	0.000238889740357446	0.00567717779638063	enriched in toy-SfmbtKD
TrpA1	150.510901306906	3.09906328651514	0.278123075337246	11.1427765666595	7.76597593896811e-29	5.54989923352685e-26	enriched in toy-SfmbtKD
Ubx	320.501821662748	-4.64874608582925	0.693178970831734	-6.70641534357468	1.99463475049429e-11	2.62583166824939e-09	depleted in toy-SfmbtKD
abd-A	296.840778040359	-2.98670253674254	1.01664291314509	-2.93780883939168	0.00330540765099125	0.0429488357768408	depleted in toy-SfmbtKD
ato	1379.59359749295	1.11615620520491	0.184109428865588	6.06246085321232	1.34054442942623e-09	1.24186546448236e-07	enriched in toy-SfmbtKD
bam	62.2980453405753	5.80588078941389	0.523260202724761	11.0955902229542	1.31787200319818e-28	8.79020626133189e-26	enriched in toy-SfmbtKD
cac	130.540426126527	2.12914670266512	0.326378405882754	6.52355261343477	6.86613114197147e-11	8.08184024416759e-09	enriched in toy-SfmbtKD
cad	17.5457752856709	-5.92813322289059	0.883049694358181	-6.7132498439958	1.90336795782412e-11	2.53909285573737e-09	depleted in toy-SfmbtKD
cona	306.359706252627	7.71852496115112	0.889991455783763	8.67258321525556	4.22425857991109e-18	1.36334539006485e-15	enriched in toy-SfmbtKD
del	470.992191988534	2.03860965686576	0.120668567053861	16.8942890981363	4.95651769930861e-64	8.26499326359711e-61	enriched in toy-SfmbtKD
dhd	13.6260443573605	7.69203488005694	1.64548206608824	4.67463914592701	2.94470927740776e-06	0.000132115768253205	enriched in toy-SfmbtKD
dila	83.5238330735553	1.38405272525254	0.341135254857465	4.05719639217831	4.96653171620676e-05	0.00153682376056395	enriched in toy-SfmbtKD
dnd	32.0217156195719	1.19264296399439	0.409763412580379	2.91056479758411	0.00360776149545943	0.0456821952295607	enriched in toy-SfmbtKD
dpr18	51.1943255938801	2.29691033113115	0.434834482304765	5.28226353843139	1.27597469811087e-07	7.6443873380834e-06	enriched in toy-SfmbtKD
dpr21	15.1237015713017	-2.6290058463422	0.724766456418725	-3.62738344615569	0.000286307947841927	0.00659370258242475	depleted in toy-SfmbtKD
dpr6	30.6520228404155	-1.6359666351648	0.44934349556961	-3.64079295971774	0.000271799642491657	0.00631453885097066	depleted in toy-SfmbtKD
eIF4E-3	38.5108118143341	7.24257103511751	1.10238051613251	6.56993744821131	5.03364032007045e-11	6.14165504906156e-09	enriched in toy-SfmbtKD
exu	54.6553049920915	1.72788539962849	0.424426107707622	4.0711100666286	4.67896333810613e-05	0.00147192176577043	enriched in toy-SfmbtKD
fon	367.034852036983	-5.18552208951925	1.57766560128109	-3.28683219391265	0.00101321190878232	0.0177223516562362	depleted in toy-SfmbtKD
fs(1)Yb	58.6253574229551	3.39355310335759	0.433357432489432	7.83084089238587	4.84617649270904e-15	1.1275812978966e-12	enriched in toy-SfmbtKD
gd	24.745464746818	4.34388639774809	0.739179774483862	5.87663048651628	4.18701388242881e-09	3.43369458145084e-07	enriched in toy-SfmbtKD
grn	692.930933326908	-1.5353698441378	0.283925987594504	-5.40764111501683	6.38602238176122e-08	4.06956394455548e-06	depleted in toy-SfmbtKD
hiw	426.372572022865	1.37129388727944	0.193518626573661	7.08610799672801	1.37936183961394e-12	2.26237954185861e-10	enriched in toy-SfmbtKD
hll	15.1809619977851	-3.48534075568811	1.16688679285267	-2.98687137178712	0.00281848281676787	0.038218496547578	depleted in toy-SfmbtKD
iab-8	14.2908515843878	-4.14738443365844	1.39762902894415	-2.96744296788941	0.00300287986455323	0.0400584173931401	depleted in toy-SfmbtKD
inaD	29.5496425414596	1.74914659127336	0.534733906221736	3.27105981296808	0.00107145246315408	0.0186757524283216	enriched in toy-SfmbtKD
jdp	75.559305603015	-1.16980375597785	0.323874509176003	-3.61190437294386	0.00030395665831434	0.00692730379597944	depleted in toy-SfmbtKD
krimp	761.693962575383	4.82039511097984	0.239824155042851	20.0997064291483	7.42314196745282e-90	2.47561784614552e-86	enriched in toy-SfmbtKD
ktub	91.1021993507476	1.35970239870558	0.260341042105917	5.22277389575938	1.76262562978116e-07	1.04349523230535e-05	enriched in toy-SfmbtKD
lox	35.23989046449	1.92214781829594	0.383409654025555	5.01330052103441	5.35042324136246e-07	2.81742023841218e-05	enriched in toy-SfmbtKD
mael	68.7800530901974	1.26674982303024	0.269356435390913	4.70287565690357	2.56522655357049e-06	0.000116131636508926	enriched in toy-SfmbtKD
nos	30.1235044614291	5.9344334636738	0.834491531915333	7.11143640972968	1.14841372681601e-12	1.94743717572782e-10	enriched in toy-SfmbtKD
oc	809.711939313858	1.17864707015244	0.203903078129823	5.78042803945317	7.45108041510863e-09	5.82406715259077e-07	enriched in toy-SfmbtKD
ouib	83.1745809696167	-2.29228220159306	0.680425094692809	-3.36889720774916	0.00075469568543191	0.0142755019029609	depleted in toy-SfmbtKD
phr6-4	201.530084557205	-1.88508992493142	0.218030396489106	-8.6459959495859	5.33380068221323e-18	1.66764611954823e-15	depleted in toy-SfmbtKD
png	18.0709337168706	1.70546872215488	0.446758260559193	3.81743075107375	0.000134848619063046	0.00355042219401519	enriched in toy-SfmbtKD
ppk13	209.733651258555	3.34540471803346	0.403330766251616	8.29444465425789	1.09093655727506e-16	3.11852007301055e-14	enriched in toy-SfmbtKD
pst	2006.53983080858	-1.17299333404817	0.134305125248165	-8.73379427539157	2.4626885600565e-18	8.21306634778843e-16	depleted in toy-SfmbtKD
pyx	45.6594421305424	1.24355375142162	0.43109953507549	2.88460935408772	0.00391899624311696	0.0483543533256445	enriched in toy-SfmbtKD
qin	56.4949306624256	4.23969220349006	0.450614743172158	9.40868506352948	5.02382289929204e-21	2.18536296119204e-18	enriched in toy-SfmbtKD
ro	312.835876826194	1.19070793569225	0.171202805931196	6.95495572759934	3.52672772739452e-12	5.42844783270495e-10	enriched in toy-SfmbtKD
rpk	188.303413827271	2.45883731138822	0.243669615319118	10.090865486729	6.06325392876665e-24	3.56840326807708e-21	enriched in toy-SfmbtKD
ru	1824.58132642076	1.00957166728421	0.16764893831789	6.02193892436046	1.72339931422908e-09	1.53951876239839e-07	enriched in toy-SfmbtKD
sim	34.3617357506935	2.19840904437852	0.754622746951772	2.9132557337541	0.00357681546801486	0.0455873105190939	enriched in toy-SfmbtKD
snoRNA:Or-CD2	20.5881067664474	-1.3926233919693	0.421056859939313	-3.30744734136387	0.000941504110365437	0.0168209796860825	depleted in toy-SfmbtKD
sro	376.714449998425	-1.46750749628948	0.457429651490242	-3.20815996844225	0.00133587172060313	0.0220652059877479	depleted in toy-SfmbtKD
stops	79.4874661350785	1.06639657440554	0.212606697481369	5.01581834927374	5.28082048064081e-07	2.79548195284716e-05	enriched in toy-SfmbtKD
sut2	84.7433778324704	5.94548111241386	0.832901655097078	7.13827506048224	9.45093697385211e-13	1.6606317073125e-10	enriched in toy-SfmbtKD
tor	54.0711210965264	-1.79618438175678	0.562214891638974	-3.19483601105002	0.00139910314362119	0.0227240697271591	depleted in toy-SfmbtKD
trk	19.0568143366923	7.59812443679434	1.27523339607357	5.95822259689003	2.54996037655549e-09	2.18054303995194e-07	enriched in toy-SfmbtKD
tut	168.610693541596	1.10718578139001	0.17827279641361	6.21062665568578	5.27737208994228e-10	5.26187835527211e-08	enriched in toy-SfmbtKD
twit	2018.74561687976	1.16486323802621	0.123792058076348	9.40983820874673	4.96901187416488e-21	2.18536296119204e-18	enriched in toy-SfmbtKD
vas	43.9431423457477	1.52752369509472	0.366670419903329	4.1659310710077	3.10084390412405e-05	0.00103413144202537	enriched in toy-SfmbtKD
vilya	6.26161883300409	4.24354065555268	1.33673982810116	3.17454493862178	0.00150071650676214	0.0240129625196992	enriched in toy-SfmbtKD
yip7	32.7187992553095	-3.42119890636937	1.11750993621693	-3.06144831065309	0.00220269019829344	0.0314378251553864	depleted in toy-SfmbtKD
