geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	res_PcKD_v_toySfmbtKD_change
Octbeta3R	47.6622001757798	-1.24280814213958	0.399735016839078	-3.10907998995718	0.00187670902129257	0.0278913364353895	depleted in toy-SfmbtKD
Oseg2	16.1467785198449	2.4606352384871	0.731695605778393	3.36292198429896	0.000771221556275823	0.0145038941175557	enriched in toy-SfmbtKD
Oseg5	85.6264965949608	-4.36999193458458	0.452356078850313	-9.66051334093076	4.4363529990417e-22	2.21928558777061e-19	depleted in toy-SfmbtKD
Osi24	263.136582037839	1.00092982830432	0.183610362576958	5.45137983639018	4.99804885161683e-08	3.2471090104173e-06	enriched in toy-SfmbtKD
Osi4	85.5329873094182	1.17773691329147	0.262406769230328	4.48821086721933	7.18238185920991e-06	0.000285386343126322	enriched in toy-SfmbtKD
Osi6	114.404828144728	1.28232199639297	0.28997426656813	4.42219239510237	9.77043935982686e-06	0.000380362824105322	enriched in toy-SfmbtKD
Osi9	53.1237836721902	1.02433869296468	0.354107496623697	2.89273371146172	0.0038190493330721	0.04759218688912	enriched in toy-SfmbtKD
PGRP-LA	77.8485094371459	1.09924795856335	0.271911305342177	4.04267103635152	5.28457381562046e-05	0.0016218454302234	enriched in toy-SfmbtKD
PGRP-SB2	14.7294724435397	18.4777982643029	4.62734123644481	3.9931782248459	6.51935287992572e-05	0.00194704852428826	enriched in toy-SfmbtKD
Pcp	239.160999149013	-1.44229999144444	0.498488703408453	-2.89334538893781	0.0038116189680439	0.04759218688912	depleted in toy-SfmbtKD
Pkg21D	38.9777887661701	-2.27148039285747	0.683547019491076	-3.32307848339192	0.000890298620237947	0.0161659486306364	depleted in toy-SfmbtKD
Proc-R	177.066934305685	2.05096977646894	0.414189238288404	4.95176983579865	7.35415554028881e-07	3.71607707982776e-05	enriched in toy-SfmbtKD
Pxt	15.8242349732364	4.33073573086366	0.865666818801809	5.0027743200992	5.6511083422736e-07	2.94475723773164e-05	enriched in toy-SfmbtKD
Rab9E	6.54638267486917	-6.3772895484588	1.83328180798756	-3.47861933755799	0.000504003970243172	0.0103119830721532	depleted in toy-SfmbtKD
Rbp	98.855795935573	1.13707332765085	0.309201851726643	3.67744669477627	0.000235580285691361	0.0056252524065443	enriched in toy-SfmbtKD
