geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	res_PcKD_v_toyScmKD_change
CG10799	7.89208323325233	-6.21494058673825	2.44147220282591	-2.54557089756939	0.0109099206825592	0.0445841233267965	depleted in toy-ScmKD
CG10962	30.7051027686712	-3.12323476334407	1.0368994290422	-3.01209034923383	0.00259455362477665	0.0142966592422596	depleted in toy-ScmKD
CG11034	73.8287469465307	-2.78544572922739	0.5407015971459	-5.15153967351012	2.58356554532403e-07	4.86199558199044e-06	depleted in toy-ScmKD
CG11131	51.4693485525035	-5.79461903240111	2.25441360050892	-2.57034424876297	0.0101597500291242	0.0422818361363034	depleted in toy-ScmKD
CG11349	23.5207260928314	-3.21912076155361	1.26612763382603	-2.5424930911791	0.0110064777131437	0.0448261485401168	depleted in toy-ScmKD
CG11360	2114.80459615015	-1.71381628768772	0.139545441734085	-12.2814207787133	1.13978841036244e-34	5.42694709024843e-32	depleted in toy-ScmKD
CG1139	153.532663789678	-1.79380303884062	0.580378862655413	-3.09074495000286	0.00199655049726382	0.0114800194283303	depleted in toy-ScmKD
CG1143	4.5339271772315	-4.13022319593099	1.58622026334611	-2.60381442058895	0.0092192661242129	0.0393528168912511	depleted in toy-ScmKD
CG11459	22.3538631827841	-5.99839277000665	1.88859626615191	-3.17611173839108	0.00149263446121491	0.00903777224348332	depleted in toy-ScmKD
CG11475	14.9980878617772	-2.17518036449475	0.661593302333865	-3.28779078751476	0.00100976847964596	0.00648517769729705	depleted in toy-ScmKD
CG11529	18.0808415336129	-2.38841341575877	0.833454590060094	-2.86567911946655	0.00416115791977505	0.0210056504769457	depleted in toy-ScmKD
CG11668	16.6084093932646	-2.01990474830622	0.799390570336899	-2.52680582340987	0.0115105123670875	0.046443497371051	depleted in toy-ScmKD
CG11854	165.163761897649	-3.14566050856535	0.920481640210752	-3.41740711726214	0.00063220662336895	0.00438276927848428	depleted in toy-ScmKD
CG11880	538.649343544936	-1.58144913941742	0.220539956787158	-7.1708055195806	7.45577574057968e-13	3.80971955524742e-11	depleted in toy-ScmKD
CG11883	224.923400394074	-1.48981595033453	0.249525697547392	-5.97059126566142	2.36395298691659e-09	6.46302697516788e-08	depleted in toy-ScmKD
CG11893	36.7570280637578	-3.53343819974815	0.736743300582302	-4.79602352265086	1.61846283418702e-06	2.47494864059986e-05	depleted in toy-ScmKD
