geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	res_PcKD_v_SfmbtKD_change
CG11893	36.7570280637578	-2.21054797589973	0.685980859297007	-3.222463055551	0.0012709355458722	0.00973122279245408	depleted in SfmbtKD
CG11905	2203.70590574811	1.48273845593753	0.509548792605558	2.90990475780662	0.00361538911381477	0.0215380192938843	enriched in SfmbtKD
CG12164	47.4332539849814	-2.79749506875535	0.70657774159522	-3.95921765443605	7.51956842500403e-05	0.000979549113497191	depleted in SfmbtKD
CG12268	807.841877804754	-1.05794079229099	0.32375141251321	-3.2677565298586	0.00108403576005075	0.00863164578296316	depleted in SfmbtKD
CG12290	197.044262442124	1.20936840472747	0.304788144455908	3.96789844593981	7.25092181429643e-05	0.000945814501010362	enriched in SfmbtKD
CG12541	72.7148287591471	1.11650985802479	0.407096146549577	2.74261956908212	0.00609512548153307	0.0322062606568838	enriched in SfmbtKD
CG12643	1058.86271086792	-1.21852518833672	0.210677810313265	-5.78383260451042	7.30176039138988e-09	3.24264541017633e-07	depleted in SfmbtKD
CG12721	34.7386866750346	6.63822967674002	0.937712105961341	7.07917668390823	1.45013403138482e-12	1.46059891614739e-10	enriched in SfmbtKD
CG12826	4.29143871036872	-6.51648187383424	1.99629040235857	-3.26429554845086	0.00109736630346444	0.00870232855912951	depleted in SfmbtKD
CG12974	14.6540239394809	3.88682876081706	0.932391810011561	4.16866463120141	3.06389417273077e-05	0.000464623143043905	enriched in SfmbtKD
CG13003	105.395954953648	-1.18596138381262	0.419138607057038	-2.82952074527277	0.00466177776268377	0.0263269183476419	depleted in SfmbtKD
CG13024	72.7159539957207	-1.02866212750563	0.37301864225317	-2.7576694861472	0.00582150258043724	0.031164975458012	depleted in SfmbtKD
CG13029	28.4480669464041	2.38813855979344	0.66889317791996	3.57028392368983	0.000356594503269862	0.00346314940054329	enriched in SfmbtKD
CG13033	20.8761132668471	8.24402532831163	1.76363371385456	4.67445437425534	2.94736148170763e-06	6.63273895971804e-05	enriched in SfmbtKD
CG13041	246.495759690565	1.20185924554222	0.31417261018901	3.82547429840929	0.00013052055174588	0.00151267590813433	enriched in SfmbtKD
CG13043	29.6812235158452	-2.18141408943765	0.708558381176799	-3.07866528346568	0.00207930152694562	0.0142509273164405	depleted in SfmbtKD
CG13056	4.43071059726498	4.01048145472364	1.55188347946328	2.58426712301279	0.00975861812251382	0.0464159636878252	enriched in SfmbtKD
CG13060	95.8834357149835	1.01017007083217	0.303320614229743	3.33037064888388	0.000867304498343502	0.00721154463729022	enriched in SfmbtKD
CG13157	4.47480320654831	-5.38278765231553	1.56722738490147	-3.43459264697187	0.000593445173481353	0.00525177476894277	depleted in SfmbtKD
CG13203	56.2095441809835	1.14970831332876	0.384480077566243	2.990293594941	0.00278709419221833	0.0176588263670383	enriched in SfmbtKD
CG13227	113.380156670586	2.37793506013672	0.915163667790732	2.59837135566933	0.00936671348617304	0.0449032339351867	enriched in SfmbtKD
CG13229	15.0383182424272	-2.04110201190021	0.634579886767607	-3.21646187416541	0.00129781776436169	0.00986745490880448	depleted in SfmbtKD
CG13284	147.132852865183	1.02499205145836	0.393821630354641	2.60268094095121	0.00924979909834212	0.0444300602782492	enriched in SfmbtKD
CG13321	20.6848429997057	2.15526825616127	0.738209095452598	2.91959049195928	0.0035049161892036	0.021046730896447	enriched in SfmbtKD
CG13502	14.6033705875811	1.63830609844109	0.518297472667902	3.16093784908504	0.00157262049993481	0.0114671897051438	enriched in SfmbtKD
CG13532	422.047799809918	1.16859537529849	0.184743165280964	6.32551344197904	2.52391932591069e-10	1.64391278760983e-08	enriched in SfmbtKD
CG13545	7.48787238015388	-7.56338772165723	2.23843148692907	-3.37887836452548	0.000727822025500694	0.00625952569466706	depleted in SfmbtKD
CG13606	52.9020824208151	3.59659361682844	0.927672853662511	3.87700642810541	0.000105749565360708	0.00128547644487831	enriched in SfmbtKD
CG13675	4.35467756095966	-4.10623852658232	1.33569537987067	-3.07423278425948	0.00211044688162121	0.0144189272961114	depleted in SfmbtKD
CG13678	57.133824174157	2.34942573433878	0.848206532363541	2.76987460564831	0.0056077877274756	0.030353510303289	enriched in SfmbtKD
CG13692	15.3643406493431	-2.14689329983476	0.761166154346887	-2.82053174274004	0.00479441298600457	0.0269021255629685	depleted in SfmbtKD
CG13731	188.886634721679	-1.60975299761952	0.505332376127572	-3.18553307420212	0.00144487587146661	0.0107104986830264	depleted in SfmbtKD
CG13840	107.213710312229	2.55101732012165	0.456393226458936	5.58951617208363	2.27703160631185e-08	9.08024440557826e-07	enriched in SfmbtKD
CG13856	12.5786093540273	-5.77778476870225	1.12654943159849	-5.12874500367375	2.91680112456109e-07	8.98963627348955e-06	depleted in SfmbtKD
CG13875	144.498723261892	1.06552786247864	0.216125122938857	4.93014346499681	8.21692510382144e-07	2.20729090550832e-05	enriched in SfmbtKD
CG13893	114.447318712516	-1.34676586662479	0.302468742033407	-4.45257866175158	8.48451419638878e-06	0.000157592592583115	depleted in SfmbtKD
CG13947	19.2810162017837	12.4876317258654	3.65002776779864	3.42124293848777	0.000623356227318317	0.00548665796477473	enriched in SfmbtKD
CG14205	10.3766326395946	4.9853682042788	1.10309514313354	4.51943627465981	6.20045068395344e-06	0.000122877085562323	enriched in SfmbtKD
CG14258	41.2309253762436	-4.14345830901478	1.34925950369768	-3.07091282118787	0.00213405450415544	0.0145192984022275	depleted in SfmbtKD
CG14275	243.272526813279	-1.01400817327284	0.196630992020549	-5.15690920771467	2.51059459773926e-07	7.96380169477681e-06	depleted in SfmbtKD
